BlockID;TrialID;Config;StopWatch
0;0;1;0.7767105
0;1;0;0.55336
0;2;2;0.589138
1;3;2;0.8102798
1;4;1;0.6855049
1;5;0;0.6229897
2;6;0;0.5752258
2;7;2;0.5413132
2;8;1;0.6653748
3;9;0;0.576561
3;10;2;2.684937
3;11;1;0.7336578
4;12;1;0.6238022
4;13;0;0.688858
4;14;2;0.644165
5;15;2;0.6873627
5;16;0;0.5965881
5;17;1;0.609108
6;18;2;5.981224
6;19;1;0.831192
6;20;0;0.6816177
7;21;1;0.6556244
7;22;2;0.7482071
7;23;0;0.6524353
8;24;0;0.6792374
8;25;1;0.5680313
8;26;2;0.6831665
9;27;2;0.8241501
9;28;1;0.6850891
9;29;0;0.5332031
10;30;1;0.5659561
10;31;2;0.5769577
10;32;0;0.6764297
11;33;0;0.5851288
11;34;1;0.5700836
11;35;2;0.526062
12;36;1;0.6780701
12;37;2;1.041725
12;38;0;0.6728516
13;39;1;0.6121597
13;40;0;0.6429825
13;41;2;0.5656738
14;42;1;0.5686264
14;43;0;0.5803146
14;44;2;0.58284
15;45;0;0.6582031
15;46;2;0.8275681
15;47;1;0.5761261
16;48;2;0.678154
16;49;1;0.5683136
16;50;0;0.6037064
17;51;1;0.6235352
17;52;2;0.6096725
17;53;0;0.6350937
18;54;0;0.6666794
18;55;2;0.5800934
18;56;1;0.6136322
19;57;2;0.6160202
19;58;0;1.314552
19;59;1;0.3850555
