BlockID;TrialID;Config;Position
0;0;1;(-2.46, -1.28, -2.69)
0;1;0;(-0.63, -0.76, 0.61)
0;2;2;(-1.11, 0.44, 1.57)
1;3;2;(-3.15, 1.75, -0.32)
1;4;1;(2.89, 0.48, -1.53)
1;5;0;(-1.21, -0.91, -0.72)
2;6;0;(1.76, 0.01, -3.05)
2;7;2;(-3.14, 1.53, 2.13)
2;8;1;(2.63, 0.45, 1.84)
3;9;0;(1.35, 0.71, 1.20)
3;10;2;(-2.82, 0.83, -1.54)
3;11;1;(1.83, -1.55, 0.83)
4;12;1;(-2.70, 1.11, 0.24)
4;13;0;(0.36, -0.88, -3.04)
4;14;2;(-0.67, -0.55, 2.50)
5;15;2;(-0.30, -1.33, 0.68)
5;16;0;(0.54, 0.54, 2.09)
5;17;1;(-3.23, 1.38, -1.75)
6;18;2;(-1.97, 1.66, -2.05)
6;19;1;(1.27, -0.91, 3.02)
6;20;0;(2.80, 0.30, -1.37)
7;21;1;(1.84, 0.38, 3.98)
7;22;2;(-2.21, -1.73, -2.75)
7;23;0;(-1.41, 0.30, 2.66)
8;24;0;(0.58, -0.77, -2.00)
8;25;1;(0.90, 0.32, 3.23)
8;26;2;(3.24, 0.84, 0.83)
9;27;2;(-1.00, -0.74, 2.66)
9;28;1;(-2.80, 0.50, -1.36)
9;29;0;(-2.97, 0.24, 2.95)
10;30;1;(-0.29, -0.25, -0.14)
10;31;2;(2.68, -0.56, -1.55)
10;32;0;(-3.28, 1.19, -3.11)
11;33;0;(1.36, 0.02, -1.93)
11;34;1;(-3.45, -0.61, 1.91)
11;35;2;(-1.46, 0.73, 3.32)
12;36;1;(0.63, -1.72, -1.07)
12;37;2;(2.39, 0.97, 2.09)
12;38;0;(-2.64, 0.74, -0.09)
13;39;1;(1.12, 1.28, -3.09)
13;40;0;(-3.46, -0.06, -0.38)
13;41;2;(3.45, 1.17, 1.12)
14;42;1;(-0.32, 1.37, -1.56)
14;43;0;(-1.55, 0.21, 2.63)
14;44;2;(1.68, 0.48, 2.14)
15;45;0;(-0.33, -0.22, -1.34)
15;46;2;(1.17, 0.89, 2.01)
15;47;1;(3.09, -0.33, -1.35)
16;48;2;(2.44, 1.00, -3.81)
16;49;1;(1.34, 0.55, 2.81)
16;50;0;(-3.36, -1.38, 1.26)
17;51;1;(-2.35, -0.40, -3.67)
17;52;2;(-2.50, -1.55, 1.37)
17;53;0;(-1.52, 1.09, -0.60)
18;54;0;(-3.26, 1.05, 0.82)
18;55;2;(-3.14, -0.24, 3.77)
18;56;1;(2.52, 0.19, 3.07)
19;57;2;(-2.99, -0.68, 1.72)
19;58;0;(1.32, 1.64, -2.15)
19;59;1;(-2.17, 0.09, 0.54)
