BlockID;TrialID;Config;Position
0;0;0;(-2.73, 1.17, 0.55)
0;1;1;(2.35, 0.07, 1.65)
0;2;2;(1.71, 0.31, 0.09)
1;3;1;(-1.59, 0.15, 2.36)
1;4;2;(2.02, 0.75, -1.16)
1;5;0;(3.00, -0.70, 2.31)
2;6;1;(-0.55, 1.71, -1.00)
2;7;0;(3.28, -0.72, -3.31)
2;8;2;(0.83, 0.75, -2.57)
3;9;2;(0.43, -1.68, 3.07)
3;10;0;(-1.41, 0.57, -1.29)
3;11;1;(3.11, 0.11, -0.18)
4;12;0;(-2.13, 0.16, 1.15)
4;13;2;(-0.42, -1.45, 1.40)
4;14;1;(-3.38, 1.03, -2.51)
5;15;1;(-1.86, 0.28, 1.90)
5;16;2;(-1.21, -0.77, -0.72)
5;17;0;(1.02, 0.32, 0.22)
6;18;0;(-1.97, 0.49, -0.50)
6;19;2;(1.89, 1.62, 0.65)
6;20;1;(-1.97, 0.51, -1.58)
7;21;1;(3.20, 1.32, 0.24)
7;22;0;(1.63, 1.72, -3.57)
7;23;2;(-0.72, 0.27, -2.00)
8;24;0;(-1.11, 1.53, 2.57)
8;25;1;(-1.78, 0.14, -2.94)
8;26;2;(2.16, -0.34, -1.73)
9;27;0;(2.35, 1.68, -0.53)
9;28;2;(3.11, 0.77, 3.17)
9;29;1;(-3.35, -1.57, -1.28)
10;30;2;(2.57, -0.20, 3.97)
10;31;1;(-0.45, 0.62, -1.74)
10;32;0;(0.16, 1.67, 2.16)
11;33;0;(-1.41, -0.02, 3.35)
11;34;2;(2.19, -0.49, 0.34)
11;35;1;(-1.72, 0.95, -3.96)
12;36;0;(1.27, 0.63, -0.69)
12;37;2;(-2.82, 1.74, -2.11)
12;38;1;(1.75, 1.47, 3.24)
13;39;0;(2.49, 0.93, -3.82)
13;40;1;(1.53, -1.39, 2.10)
13;41;2;(0.80, 0.79, -3.98)
14;42;2;(1.56, -0.26, -1.88)
14;43;1;(1.13, 0.72, 3.21)
14;44;0;(2.40, 1.66, -2.96)
15;45;1;(1.48, 1.70, 3.33)
15;46;0;(-0.29, -1.48, 2.47)
15;47;2;(3.02, 1.55, -1.56)
16;48;1;(-1.34, 0.37, 3.17)
16;49;0;(0.51, 0.34, -2.45)
16;50;2;(1.58, 0.68, 0.59)
17;51;1;(2.79, -0.20, -3.81)
17;52;0;(2.07, -1.26, 3.25)
17;53;2;(-0.19, 1.46, -1.86)
18;54;1;(1.76, 0.85, 2.36)
18;55;0;(-1.45, 1.37, 3.26)
18;56;2;(2.96, 1.38, -3.96)
19;57;0;(2.35, -0.37, 0.62)
19;58;1;(-0.33, -0.58, -2.25)
19;59;2;(3.12, 0.97, 2.43)
