BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;0;3,4579;-1,7608;-0,2426;3,4730;1,6971;-0,2426;3,4730;27,35074;27,35074
0;1;2;3,6949;-0,0194;0,4037;-1,5843;-0,0194;0,4037;2,1106;255,9949;255,9949
0;2;4;4,8203;2,7676;-0,0169;0,0130;-1,8675;-0,0169;1,3364;65,80124;65,80125
0;3;6;4,7629;-1,3733;-0,3594;1,7991;-2,6341;-1,0645;-2,7395;268,0099;268,01
0;4;1;3,8970;-1,3275;-1,3504;-2,5493;2,5695;-1,3275;-2,5493;43,34301;43,34301
0;5;3;5,7097;2,8874;0,5777;1,3556;-2,7748;-0,1569;1,3556;102,2145;102,2145
0;6;5;5,1762;-0,1621;0,3864;3,0660;-0,1621;0,2652;-2,1088;278,091;278,091
1;7;5;5,9322;-2,8457;-1,2866;3,4080;-2,8457;-0,3907;-2,4562;289,9448;289,9448
1;8;6;5,0997;2,1099;1,1436;-3,4401;2,2655;-1,3666;0,9962;84,43491;84,43492
1;9;4;3,4406;-1,1613;-0,3851;0,9438;2,2530;-0,3851;0,5190;186,3708;186,3709
1;10;3;3,6305;-2,8329;1,3528;-3,1963;0,7608;0,8367;-3,1963;218,7072;218,7072
1;11;0;4,8876;-2,3376;0,5678;-2,5111;2,5500;0,5678;-2,5111;105,073;105,073
1;12;1;3,6668;-1,2125;0,7216;-1,0092;1,9026;-1,2125;-1,0092;5,355041;5,355041
1;13;2;5,6187;-2,1389;-0,4507;2,7071;-2,1389;-0,4507;-2,9116;250,5616;250,5617
2;14;1;3,4001;-1,0892;0,4332;3,2692;1,9510;-1,0892;3,2692;56,59725;56,59725
2;15;5;5,7407;-0,4583;-0,4594;-3,0527;-0,4583;1,2473;2,4284;359,1452;359,1452
2;16;2;4,0357;-1,1965;-0,5492;-3,3243;-1,1965;-0,5492;0,7114;334,6173;334,6173
2;17;0;5,2391;2,2677;-1,2206;-2,5958;-2,9714;-1,2206;-2,5958;272,7295;272,7296
2;18;6;3,8380;1,4015;0,4861;1,7892;-1,8792;-1,3984;1,1443;14,9864;14,9864
2;19;4;4,1317;-0,1798;1,3423;2,8122;-2,0846;1,3423;-0,8543;15,27951;15,27951
2;20;3;6,0830;-2,9854;1,0484;2,7625;2,6088;-1,3405;2,7625;18,0651;18,0651
