BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;1;2,9657;-1,0691;-1,0370;-2,3533;1,8965;-1,0691;-2,3533;7,382359;7,38236
0;1;3;4,5652;-2,7854;0,9335;0,7137;1,2105;-1,2743;0,7137;272,3817;272,3817
0;2;5;3,9591;2,2205;0,3374;-3,1782;2,2205;-1,1264;0,5004;65,7209;65,72091
0;3;2;6,0046;-1,9713;0,4195;3,3978;-1,9713;0,4195;-2,6068;356,6079;356,6079
0;4;2;3,7379;2,9081;-1,3654;-0,4511;2,9081;-1,3654;3,2868;174,8192;174,8192
0;5;2;3,2574;-1,6656;-0,8298;-0,1066;-1,6656;-0,8298;-3,3641;310,2729;310,273
0;6;6;4,6341;1,9162;0,9984;1,9968;1,1925;0,4633;-2,5491;22,06529;22,06529
0;7;6;5,0393;-1,9476;1,1261;-2,1222;-1,8685;-0,9448;2,4713;161,2172;161,2172
0;8;0;4,3013;1,7478;-1,1811;-0,2521;-2,5534;-1,1811;-0,2521;169,1526;169,1526
0;9;4;3,7664;1,4923;-0,3596;1,0374;-2,0330;-0,3596;-0,2885;27,86452;27,86452
1;10;6;4,6957;0,5488;0,8762;-3,2977;-1,9631;-1,3382;-0,0058;268,8026;268,8026
1;11;3;3,1382;-0,2120;1,2019;0,1359;2,4257;-0,4982;0,1359;56,86701;56,86701
1;12;5;3,3533;2,4216;0,5272;-2,4908;2,4216;1,0405;0,8230;342,2347;342,2347
1;13;4;4,4602;-2,1046;1,2000;-2,8963;-1,9806;1,2000;1,5621;319,3079;319,3079
1;14;1;3,2186;-1,0939;0,6347;0,1715;1,6211;-1,0939;0,1715;7,607493;7,607495
1;15;2;5,2054;-0,5564;0,3020;-2,3413;-0,5564;0,3020;2,8641;199,3252;199,3253
1;16;0;3,9636;-1,6531;0,9658;2,2465;2,3105;0,9658;2,2465;200,0268;200,0268
2;17;2;3,9019;-2,2379;1,3751;-1,3500;-2,2379;1,3751;2,5520;201,749;201,749
2;18;1;3,0523;-0,8696;-0,2503;-1,7838;2,1192;-0,8696;-1,7838;181,4871;181,4871
2;19;0;3,2814;-0,4771;-0,8711;2,4685;2,8042;-0,8711;2,4685;232,4067;232,4067
2;20;5;4,6585;-0,9215;0,5931;3,1166;-0,9215;-0,9100;-1,2927;174,9787;174,9788
BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;3,8200;-2,3729;-1,1727;2,7126;0,8306;0,9081;2,7126;209,9777;209,9777
0;1;4;5,3937;1,5638;0,5478;-2,4589;0,7390;0,5478;2,8714;200,3149;200,315
0;2;1;3,2501;-1,2602;1,2565;3,1452;0,7963;-1,2602;3,1452;14,5675;14,5675
0;3;2;4,1918;2,4787;-1,3014;3,1147;2,4787;-1,3014;-1,0771;156,1229;156,1229
0;4;0;4,5528;-2,0871;-1,2030;3,1021;2,4657;-1,2030;3,1021;319,6985;319,6985
0;5;5;5,3820;-1,7238;-0,7998;3,4876;-1,7238;-0,7613;-1,8944;149,5769;149,5769
0;6;6;3,8847;0,8536;0,9712;-2,2070;-0,0208;1,1597;1,5734;313,3178;313,3178
1;7;3;4,5605;2,1149;-0,2527;-2,6867;-2,3213;-1,3103;-2,6867;66,58359;66,5836
1;8;2;5,9862;-2,3686;0,8194;-3,3196;-2,3686;0,8194;2,6667;254,095;254,095
1;9;0;4,7875;2,5745;0,5449;1,3586;-2,2129;0,5449;1,3586;330,1545;330,1545
1;10;5;5,6192;1,8370;0,7356;2,7722;1,8370;-1,2638;-2,4793;206,761;206,761
1;11;1;3,4616;-0,5889;0,2037;1,8283;2,7808;-0,5889;1,8283;16,5044;16,5044
1;12;4;4,8577;-1,0639;-1,1600;-2,3310;0,1647;-1,1600;2,3688;253,7473;253,7473
1;13;6;5,2498;-2,6145;-0,1527;0,9954;1,9045;-1,2157;-1,4559;296,4541;296,4542
2;14;4;4,3232;1,5120;1,3197;2,9454;-0,6343;1,3197;-0,8074;196,8285;196,8285
2;15;6;3,4666;-0,4948;-0,7670;1,1405;2,7862;-0,3841;2,1921;37,56231;37,56231
2;16;2;5,2038;-0,5882;0,6016;-2,0787;-0,5882;0,6016;3,1251;171,6421;171,6421
2;17;0;3,7262;1,1648;-0,4197;3,1392;-2,5614;-0,4197;3,1392;267,0683;267,0683
2;18;5;3,3932;0,2818;0,4666;0,4327;0,2818;0,5972;-2,9580;42,04335;42,04336
2;19;1;4,4237;1,1937;-1,0630;-2,9908;-2,6111;1,1937;-2,9908;156,6933;156,6933
2;20;3;5,2643;2,7400;0,8369;-1,4247;-2,5231;0,7243;-1,4247;223,2446;223,2446
