BlockID;TrialID;Config;Position
0;0;1;(2.39, -1.18, -2.84)
0;1;2;(-2.19, -0.98, -3.89)
0;2;0;(-1.51, 0.53, 3.00)
1;3;1;(0.95, 0.78, -2.82)
1;4;0;(0.82, -0.18, 3.17)
1;5;2;(2.44, 1.08, 0.02)
2;6;1;(-2.52, -1.29, -1.34)
2;7;2;(2.91, -1.60, -3.53)
2;8;0;(1.79, 0.10, -1.28)
3;9;1;(-0.58, -0.23, 2.69)
3;10;0;(2.05, 1.06, -3.41)
3;11;2;(0.86, -0.33, -2.76)
4;12;1;(-1.15, -0.56, 1.97)
4;13;2;(0.60, 1.30, -2.60)
4;14;0;(-3.44, 0.69, -0.70)
5;15;0;(3.24, -0.56, -1.99)
5;16;1;(3.21, -1.03, 3.55)
5;17;2;(1.24, 1.44, -3.51)
6;18;2;(-0.64, -1.31, 1.91)
6;19;1;(1.98, -1.69, -0.62)
6;20;0;(0.45, -1.63, -1.10)
7;21;0;(0.95, -1.06, 2.67)
7;22;1;(-0.24, 0.67, -1.74)
7;23;2;(-1.57, 0.06, -1.33)
8;24;1;(3.10, 0.11, -2.75)
8;25;0;(1.22, -1.41, 2.49)
8;26;2;(1.18, 0.57, -1.55)
9;27;2;(-1.95, 0.04, 1.79)
9;28;1;(3.39, -0.23, -3.49)
9;29;0;(2.14, -0.56, -0.67)
10;30;1;(1.92, 1.48, 3.83)
10;31;2;(-1.59, -1.25, -0.29)
10;32;0;(-0.54, 1.13, 3.39)
11;33;1;(-0.61, 0.35, -2.73)
11;34;2;(-3.36, -0.51, -0.56)
11;35;0;(0.47, 0.40, -1.86)
12;36;2;(0.32, -0.87, 3.84)
12;37;0;(3.22, -1.36, -3.77)
12;38;1;(-3.21, -0.94, 2.30)
13;39;0;(2.33, 1.70, 2.05)
13;40;1;(-2.75, 0.43, 0.00)
13;41;2;(-0.19, 1.75, 0.13)
14;42;2;(0.25, -1.27, 2.01)
14;43;0;(-3.47, -0.54, 2.75)
14;44;1;(-0.70, -1.41, -3.04)
15;45;0;(-1.22, 0.01, 3.01)
15;46;1;(-0.28, 0.85, -1.69)
15;47;2;(2.77, -1.20, -4.00)
16;48;2;(0.90, 0.77, -0.92)
16;49;0;(-2.19, 0.55, 1.14)
16;50;1;(0.60, 1.58, -3.26)
17;51;2;(-1.13, 0.12, -2.81)
17;52;1;(-1.69, -1.37, 3.18)
17;53;0;(1.70, 0.33, 1.40)
18;54;2;(2.88, 1.17, 2.57)
18;55;0;(-3.34, -1.34, 3.86)
18;56;1;(1.49, -1.68, -1.25)
19;57;1;(-0.79, -1.70, 2.93)
19;58;2;(0.42, -1.19, -0.35)
19;59;0;(0.11, 0.26, 3.17)
