BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;0;3,4082;-0,6939;-0,9241;2,0498;2,7143;-0,9241;2,0498;243,3175;243,3175
0;1;1;3,8631;0,8295;-0,9219;-1,0457;-2,6137;0,8295;-1,0457;150,5576;150,5576
0;2;5;3,5598;-0,6809;-0,8422;-2,4990;-0,6809;1,3584;0,2991;319,0073;319,0074
0;3;4;5,9843;-1,3637;-0,3065;1,7901;2,6148;-0,3065;-2,6801;150,4323;150,4323
0;4;6;3,7694;-0,7131;-0,4640;0,9272;2,6567;-0,6468;-0,7519;66,70895;66,70895
0;5;2;6,0900;-2,5166;-1,2135;2,6555;-2,5166;-1,2135;-3,4345;256,9851;256,9851
0;6;3;5,4529;-2,6919;0,2913;-0,0998;2,7522;0,6017;-0,0998;109,0631;109,0631
1;7;1;2,9727;1,1057;0,4895;-1,8916;-1,8025;1,1057;-1,8916;169,7353;169,7353
1;8;4;3,5984;-2,1213;-0,8068;1,2140;0,7961;-0,8068;3,3205;66,32265;66,32267
1;9;5;6,5602;0,6032;1,2081;-3,0435;0,6032;0,6399;3,4920;59,62958;59,62959
1;10;2;3,2216;0,5760;-0,9283;-0,5575;0,5760;-0,9283;2,6640;227,2479;227,2479
1;11;0;3,2460;-1,1280;-0,0821;1,2564;2,1180;-0,0821;1,2564;248,0591;248,0591
1;12;3;4,5695;-1,9483;0,6298;-0,5068;2,4457;-0,6242;-0,5068;165,1398;165,1398
1;13;6;2,9633;-1,3020;-1,2755;-1,7681;0,4583;-1,1386;0,6118;324,8932;324,8933
2;14;5;3,2710;-0,1702;-0,2708;2,1287;-0,1702;1,1053;-0,8388;13,63637;13,63637
2;15;1;3,2883;1,2966;-1,1501;-3,2901;-0,9003;1,2966;-3,2901;220,624;220,6241
2;16;4;3,1072;0,1479;0,3507;-2,4918;0,8345;0,3507;0,5386;321,1794;321,1794
2;17;0;4,9476;2,3152;-0,4958;0,5416;-2,6324;-0,4958;0,5416;155,6638;155,6639
2;18;2;4,6952;0,4908;0,2227;2,0296;0,4908;0,2227;-2,6657;167,8156;167,8156
2;19;3;4,4646;1,4142;1,2661;2,3086;-2,2286;-1,3152;2,3086;103,1949;103,1949
2;20;6;3,4081;-0,9121;-1,0785;1,1521;-0,7498;1,0390;-1,5135;183,3915;183,3915
