BlockID;TrialID;Config;StopWatch
0;0;1;0.7713928
0;1;2;0.5935898
0;2;0;0.5968018
1;3;1;0.5538254
1;4;2;4.333794
1;5;0;0.8019028
2;6;0;0.7096634
2;7;1;0.6609497
2;8;2;0.6924286
3;9;1;0.5108566
3;10;0;0.6996765
3;11;2;0.6895676
4;12;2;0.7869644
4;13;1;0.5677109
4;14;0;0.6443863
5;15;2;0.1780014
5;16;0;0.770256
5;17;1;0.5835266
6;18;0;0.7727814
6;19;1;0.5311661
6;20;2;2.494118
7;21;0;0.7219543
7;22;1;0.6832809
7;23;2;0.04093933
8;24;0;0.8156967
8;25;2;0.6089554
8;26;1;0.6666718
9;27;1;0.8125839
9;28;2;0.8925095
9;29;0;0.8334732
10;30;0;0.4286804
10;31;1;0.754982
10;32;2;0.8369598
11;33;0;1.047333
11;34;1;0.7515869
11;35;2;0.7053146
12;36;1;0.6950607
12;37;0;0.7179871
12;38;2;0.7249374
13;39;1;0.6124573
13;40;2;0.7497635
13;41;0;0.6164322
14;42;1;0.5653152
14;43;2;0.663002
14;44;0;0.5949402
15;45;2;0.8208313
15;46;1;0.6186066
15;47;0;0.5671768
16;48;0;0.6310349
16;49;1;0.5790634
16;50;2;0.6921921
17;51;1;0.7424011
17;52;0;0.7628632
17;53;2;0.7545471
18;54;0;0.5835419
18;55;2;1.007568
18;56;1;0.100296
19;57;0;0.6203003
19;58;1;0.6858673
19;59;2;0.8246994
