BlockID;TrialID;Config;Position
0;0;0;(1.67, -1.13, 2.67)
0;1;2;(-1.24, -0.57, -2.14)
0;2;1;(-1.60, 1.50, 3.21)
1;3;1;(1.39, -1.30, 0.94)
1;4;0;(-0.55, 1.24, -0.64)
1;5;2;(2.17, 0.85, 1.23)
2;6;1;(1.83, 0.31, -3.67)
2;7;2;(-0.43, 0.02, -3.38)
2;8;0;(2.37, 1.63, -1.99)
3;9;2;(3.15, -0.71, 1.88)
3;10;0;(-3.45, 1.30, 0.85)
3;11;1;(1.99, 0.30, 1.25)
4;12;1;(-2.26, -0.37, -3.16)
4;13;2;(2.56, -0.07, -0.65)
4;14;0;(-1.67, -1.22, -0.59)
5;15;1;(3.30, -0.94, 1.71)
5;16;0;(-1.03, -1.28, -0.49)
5;17;2;(0.17, 1.40, 1.54)
6;18;1;(-1.81, 0.36, -2.49)
6;19;0;(-0.71, -0.88, -2.01)
6;20;2;(-0.91, -0.49, -3.90)
7;21;2;(-2.70, -1.12, 0.62)
7;22;1;(1.73, -1.62, 1.99)
7;23;0;(-0.02, 1.39, -2.41)
8;24;1;(-2.64, -1.38, 0.06)
8;25;2;(0.37, -0.67, 0.61)
8;26;0;(2.49, 1.61, -3.81)
9;27;0;(2.49, 1.57, 0.37)
9;28;2;(-0.65, -0.08, 1.59)
9;29;1;(3.11, -1.02, -3.68)
10;30;1;(-1.16, 0.79, -3.50)
10;31;2;(1.76, 0.12, 1.98)
10;32;0;(2.95, 1.36, -2.52)
11;33;2;(2.33, 0.74, 3.18)
11;34;0;(-0.59, -1.39, 1.88)
11;35;1;(-2.90, -1.30, -2.91)
12;36;1;(2.37, 1.02, -2.20)
12;37;2;(2.71, -1.63, 0.13)
12;38;0;(-1.07, 1.41, -0.04)
13;39;0;(1.12, -0.01, 0.26)
13;40;2;(-1.99, 1.51, -2.96)
13;41;1;(1.33, 1.43, 0.79)
14;42;2;(2.68, 0.29, -1.42)
14;43;1;(-3.18, -0.98, 0.17)
14;44;0;(2.11, -0.37, -1.99)
15;45;2;(-1.77, 1.44, 1.13)
15;46;0;(-1.84, -1.67, 0.66)
15;47;1;(-1.12, -0.94, -3.97)
16;48;0;(0.25, -0.49, 2.66)
16;49;1;(0.54, -0.73, -2.79)
16;50;2;(-2.53, 1.44, -2.01)
17;51;1;(-0.49, -1.44, 1.48)
17;52;2;(-0.59, 0.22, -2.81)
17;53;0;(-2.13, 1.62, -1.61)
18;54;2;(-3.14, -0.84, 1.33)
18;55;0;(0.43, -1.03, -2.08)
18;56;1;(-1.16, -1.11, 3.24)
19;57;0;(-2.74, -1.46, -3.25)
19;58;2;(3.34, 0.81, 3.81)
19;59;1;(2.20, 0.86, -0.54)
