BlockID;TrialID;Config;Position
0;0;0;(2.79, 1.14, -1.42)
0;1;1;(-1.07, 0.77, -2.94)
0;2;2;(3.23, -0.37, -3.62)
1;3;1;(-1.30, 1.50, -3.53)
1;4;0;(-3.35, -1.36, -3.42)
1;5;2;(0.54, 0.48, 3.59)
2;6;1;(-0.89, -1.52, -1.73)
2;7;2;(1.60, -0.36, -3.79)
2;8;0;(-0.52, -1.34, 0.09)
3;9;0;(2.72, -1.16, 1.14)
3;10;1;(-3.29, 0.30, -3.33)
3;11;2;(-0.34, 0.07, -2.13)
4;12;1;(3.30, -0.31, 3.80)
4;13;0;(-2.05, -1.39, 2.04)
4;14;2;(0.55, 1.19, -2.66)
5;15;0;(0.53, 0.49, 3.66)
5;16;2;(2.01, 1.03, -3.48)
5;17;1;(-2.37, 0.76, 0.05)
6;18;2;(0.82, 1.18, -3.08)
6;19;0;(-3.01, -1.28, -3.30)
6;20;1;(2.61, 0.40, 1.28)
7;21;2;(0.79, 1.50, -1.87)
7;22;1;(2.59, -1.54, -3.48)
7;23;0;(1.22, 1.52, 2.16)
8;24;1;(1.39, -0.73, -3.50)
8;25;2;(-0.92, -1.62, -1.76)
8;26;0;(2.77, 1.66, 3.80)
9;27;1;(-2.86, -1.74, 3.21)
9;28;0;(-0.08, 0.50, 0.76)
9;29;2;(-1.09, 0.62, 2.56)
10;30;2;(1.29, 0.83, 1.11)
10;31;1;(-2.40, -1.39, -2.41)
10;32;0;(-0.67, -1.27, 3.08)
11;33;1;(1.25, -0.49, -2.24)
11;34;0;(-3.49, -0.52, -2.09)
11;35;2;(2.50, 0.26, 1.25)
12;36;2;(2.33, 1.68, -3.59)
12;37;1;(-1.59, -0.09, 1.35)
12;38;0;(-2.98, 0.90, -3.35)
13;39;1;(2.28, -0.74, -1.69)
13;40;0;(-0.09, -0.02, -3.30)
13;41;2;(0.87, 1.66, -0.44)
14;42;0;(-2.60, 0.41, -3.49)
14;43;2;(-1.80, 0.04, 1.89)
14;44;1;(3.42, -0.05, -0.98)
15;45;2;(-1.08, -0.11, -1.07)
15;46;1;(-2.47, 0.98, 3.34)
15;47;0;(1.45, -0.17, 1.78)
16;48;0;(0.20, -1.03, -1.20)
16;49;1;(-2.44, 1.69, -1.65)
16;50;2;(0.66, -0.48, 2.08)
17;51;2;(-2.91, -0.97, 3.19)
17;52;0;(1.16, 1.63, 1.38)
17;53;1;(-3.03, 1.31, 3.57)
18;54;0;(-0.07, -0.69, 3.75)
18;55;2;(-1.37, -0.88, -2.94)
18;56;1;(1.27, -0.65, 1.93)
19;57;0;(-1.77, 1.01, -0.31)
19;58;2;(2.39, 1.22, -3.16)
19;59;1;(-1.46, 0.94, -2.93)
