BlockID;TrialID;Config;Position
0;0;1;(-3.29, -0.09, -1.46)
0;1;0;(-0.90, -0.33, 1.83)
0;2;2;(-3.35, -0.96, -3.31)
1;3;0;(-0.44, 0.19, -1.06)
1;4;2;(-2.83, -0.87, 0.49)
1;5;1;(-0.88, -1.36, -2.55)
2;6;1;(2.80, 0.41, 2.72)
2;7;2;(-2.23, 0.93, 2.10)
2;8;0;(1.94, 0.94, 0.48)
3;9;0;(-1.84, 1.00, -2.32)
3;10;1;(2.48, 1.29, 0.88)
3;11;2;(-2.00, -0.10, -3.94)
4;12;1;(1.40, -1.30, 2.81)
4;13;2;(1.20, -0.90, 0.34)
4;14;0;(0.76, 0.80, -2.39)
5;15;0;(-1.86, -1.72, 3.48)
5;16;2;(0.71, -0.97, -0.31)
5;17;1;(0.44, 0.70, 3.82)
6;18;2;(-0.95, 0.11, -3.62)
6;19;1;(0.48, 1.59, 3.04)
6;20;0;(3.28, 1.07, 2.87)
7;21;0;(-2.39, -0.67, -2.87)
7;22;2;(-0.71, 1.35, 2.26)
7;23;1;(-1.30, -0.96, -0.99)
8;24;2;(3.32, -1.19, -2.58)
8;25;1;(-2.39, 1.59, 2.41)
8;26;0;(-1.29, -1.21, 1.75)
9;27;2;(-0.74, 1.73, -3.15)
9;28;1;(-2.58, -0.01, 3.84)
9;29;0;(0.63, 0.12, -0.54)
10;30;0;(0.25, -1.50, 3.89)
10;31;2;(0.00, 1.52, 3.91)
10;32;1;(-3.33, 0.45, 2.33)
11;33;0;(-1.18, -0.72, 3.65)
11;34;2;(3.10, -0.12, -2.11)
11;35;1;(-0.10, -1.75, -1.55)
12;36;2;(-2.06, 0.08, 2.95)
12;37;0;(-2.76, 1.45, -0.10)
12;38;1;(2.32, 1.02, -1.23)
13;39;0;(-3.04, 0.97, 3.19)
13;40;1;(1.10, 1.07, 0.82)
13;41;2;(-1.64, -1.71, -2.75)
14;42;0;(3.10, -1.00, -1.23)
14;43;2;(2.97, 1.14, -0.21)
14;44;1;(-2.49, -0.12, -0.21)
15;45;2;(3.25, -1.42, 1.03)
15;46;0;(1.76, -1.21, -0.87)
15;47;1;(-2.04, 0.84, 3.95)
16;48;2;(1.65, 1.53, 0.18)
16;49;1;(-1.51, 0.50, -2.15)
16;50;0;(0.96, 1.69, -1.22)
17;51;1;(1.68, -0.31, 3.81)
17;52;0;(-1.14, -0.56, -3.61)
17;53;2;(3.47, 0.54, 2.81)
18;54;1;(1.16, 0.19, -1.22)
18;55;0;(-1.85, 0.98, 1.12)
18;56;2;(1.40, -1.43, -2.07)
19;57;1;(-1.11, 1.56, -0.47)
19;58;2;(-0.36, -1.53, -3.35)
19;59;0;(-2.36, -1.05, -1.35)
