BlockID;TrialID;Config;StopWatch
0;0;1;1.041727
0;1;0;0.6187992
0;2;2;5.642471
1;3;0;0.815485
1;4;2;0.6696701
1;5;1;0.7290707
2;6;0;0.8211365
2;7;1;0.6941128
2;8;2;0.7179375
3;9;1;0.7080593
3;10;0;0.6705799
3;11;2;0.6802998
4;12;1;0.7468071
4;13;0;0.6045628
4;14;2;0.6765003
5;15;0;0.575491
5;16;2;1.238089
5;17;1;0.9040642
6;18;1;0.7413025
6;19;0;0.6784611
6;20;2;0.8918571
7;21;2;0.8494072
7;22;1;0.6534462
7;23;0;0.6422615
8;24;2;0.8442574
8;25;0;0.7295151
8;26;1;0.6871796
9;27;0;0.5451813
9;28;2;1.399559
9;29;1;0.6367531
10;30;1;0.612854
10;31;0;0.6286278
10;32;2;0.5020905
11;33;1;0.57201
11;34;2;0.6986542
11;35;0;0.5754166
12;36;1;0.5702095
12;37;0;0.5427513
12;38;2;0.6103401
13;39;0;0.5397224
13;40;1;0.6568604
13;41;2;0.5500298
14;42;0;0.5162773
14;43;1;0.6366959
14;44;2;0.5117607
15;45;1;0.5577011
15;46;0;0.576519
15;47;2;1.193111
16;48;1;0.6009178
16;49;2;1.202885
16;50;0;0.5961952
17;51;1;0.6082802
17;52;0;0.6446152
17;53;2;0.6261559
18;54;1;0.6560478
18;55;2;0.5896416
18;56;0;0.6532402
19;57;2;0.6689911
19;58;1;0.6915779
19;59;0;0.5923805
