BlockID;TrialID;Config;Position
0;0;0;(-1.43, -1.64, 3.18)
0;1;2;(3.49, 0.98, 2.90)
0;2;1;(-0.91, 0.26, 2.93)
1;3;1;(-3.48, -0.03, -2.21)
1;4;2;(1.99, 0.15, 1.97)
1;5;0;(-0.73, 0.54, 2.89)
2;6;2;(0.75, -0.21, -0.58)
2;7;1;(-0.84, 0.85, 2.71)
2;8;0;(-1.16, 1.44, 0.01)
3;9;0;(-0.10, -0.77, 3.55)
3;10;1;(1.01, -0.99, -0.26)
3;11;2;(0.13, -0.42, -3.69)
4;12;0;(-1.28, 1.30, 1.52)
4;13;2;(0.58, 0.99, 3.07)
4;14;1;(3.36, -0.46, -2.86)
5;15;2;(0.65, 1.17, 0.46)
5;16;0;(-3.04, 1.56, -3.11)
5;17;1;(3.19, 0.09, 3.15)
6;18;2;(-0.40, 1.18, 3.21)
6;19;0;(0.90, -1.14, 0.38)
6;20;1;(-0.65, 0.73, 3.51)
7;21;2;(-0.23, 0.55, 1.34)
7;22;0;(1.38, 0.43, -2.72)
7;23;1;(-3.06, 1.26, -3.91)
8;24;2;(-1.38, 0.59, 2.56)
8;25;0;(-3.01, 0.09, -0.10)
8;26;1;(1.18, -1.35, -1.17)
9;27;1;(2.96, -0.84, 2.30)
9;28;2;(0.36, -0.54, 2.01)
9;29;0;(2.00, 1.48, 0.39)
10;30;0;(1.53, -1.61, 0.01)
10;31;2;(2.59, 1.34, 3.09)
10;32;1;(-2.85, 0.77, 0.72)
11;33;2;(2.64, -0.78, -2.57)
11;34;1;(-0.51, 0.10, 3.44)
11;35;0;(2.40, -1.64, 0.40)
12;36;2;(1.25, -0.96, 3.47)
12;37;1;(2.53, -1.57, -3.02)
12;38;0;(1.82, 0.53, 0.91)
13;39;1;(-0.24, -0.22, -3.16)
13;40;2;(-2.68, 0.43, 3.94)
13;41;0;(-3.21, -1.00, 0.37)
14;42;0;(1.14, -0.65, -0.89)
14;43;2;(3.21, -1.66, -1.87)
14;44;1;(-2.00, -0.59, 0.55)
15;45;0;(2.67, -1.72, 2.58)
15;46;1;(-1.06, -1.08, 3.80)
15;47;2;(-1.93, 1.75, 2.77)
16;48;0;(-0.78, 0.04, -3.47)
16;49;1;(-3.47, 0.02, 0.18)
16;50;2;(-2.08, -1.55, -2.47)
17;51;0;(2.20, 0.49, 0.03)
17;52;2;(-1.93, 0.31, 2.65)
17;53;1;(3.48, -1.72, -0.46)
18;54;2;(1.49, 1.41, -3.31)
18;55;1;(-0.98, -1.68, 0.26)
18;56;0;(-2.28, 1.57, 0.07)
19;57;0;(-2.94, 0.18, 3.11)
19;58;1;(-1.41, 0.11, -3.59)
19;59;2;(0.88, -1.46, -2.33)
