BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;5,1231;2,3161;0,2269;-1,4091;-2,7706;-0,3831;-1,4091;264,3624;264,3624
0;1;2;5,4865;-1,6707;-0,9593;2,4479;-1,6707;-0,9593;-3,0386;38,79536;38,79536
0;2;6;6,6439;-2,5366;0,5171;-2,4829;2,1209;0,6410;2,2536;79,56731;79,56733
0;3;4;3,8061;-2,0213;-0,1266;0,8967;1,6398;-0,1266;1,9372;27,81787;27,81787
0;4;1;3,5741;1,3907;-1,3963;-1,1162;-0,8468;1,3907;-1,1162;196,2796;196,2796
0;5;1;3,0470;1,1258;-0,5952;-0,7095;-1,3886;1,1258;-0,7095;268,1368;268,1368
0;6;1;3,0918;0,3272;0,5397;-2,7448;-2,7572;0,3272;-2,7448;266,903;266,903
0;7;0;4,2380;-1,3947;-1,0637;-0,1012;2,8433;-1,0637;-0,1012;276,5858;276,5858
0;8;5;3,2060;2,9104;-0,8257;-0,1135;2,9104;-1,2932;3,0583;95,58045;95,58047
1;9;4;5,1939;0,0227;-0,3646;-1,6852;0,3253;-0,3646;3,4999;332,9586;332,9586
1;10;3;4,7155;1,9239;-0,8974;-2,2716;-2,4569;0,8476;-2,2716;220,8789;220,8789
1;11;2;3,3137;1,4315;1,0804;-0,1369;1,4315;1,0804;-3,4505;311,7088;311,7088
1;12;1;3,3451;-1,2688;-0,6581;1,8854;2,0200;-1,2688;1,8854;278,5222;278,5222
1;13;6;3,3190;-2,1092;0,4545;-3,1085;-0,9982;0,0373;-0,0088;352,6785;352,6785
1;14;5;4,6387;1,1943;1,2959;-2,7195;1,1943;-1,3160;1,1140;134,0227;134,0227
1;15;0;3,3000;0,5592;-0,0845;-1,0593;-2,7409;-0,0845;-1,0593;266,1988;266,1988
