BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;5;5,0464;-0,1159;1,1156;2,6886;-0,1159;0,7948;-2,3477;183,732;183,732
0;1;3;5,2819;-2,5158;0,6732;-3,3945;2,7178;-0,0399;-3,3945;31,34092;31,34092
0;2;4;4,6045;2,6235;-0,6648;1,3994;-1,3543;-0,6648;-0,9198;101,3399;101,34
0;3;1;3,4417;0,7228;-0,4116;-2,8288;-2,5266;0,7228;-2,8288;271,0584;271,0584
0;4;0;3,4671;1,6537;1,2079;-2,0848;-1,8134;1,2079;-2,0848;272,3605;272,3605
0;5;6;3,4248;-0,5797;0,2447;0,5621;2,8000;-0,2142;0,2514;346,5635;346,5635
0;6;2;4,6013;0,1568;-0,2783;1,7758;0,1568;-0,2783;-2,8255;298,7663;298,7664
1;7;4;3,7717;1,6511;0,1712;-3,1276;-1,1457;0,1712;-0,5970;324,5247;324,5247
1;8;1;3,0697;-1,3100;1,2548;-0,8040;0,3766;-1,3100;-0,8040;36,2412;36,24121
1;9;3;3,6212;-0,0921;1,3730;3,1428;2,5930;-1,0566;3,1428;345,2795;345,2796
1;10;5;4,2287;-1,0144;-1,0727;-2,9127;-1,0144;1,1400;0,6909;50,80126;50,80127
1;11;2;3,3221;0,0093;0,4009;-1,3731;0,0093;0,4009;1,9490;55,34107;55,34107
1;12;0;3,7672;-1,6208;0,2519;3,3308;2,1464;0,2519;3,3308;146,3699;146,3699
1;13;6;6,1993;0,8362;1,0783;-3,0790;1,2516;0,8079;3,1005;244,4854;244,4854
2;14;1;3,3118;1,0589;-1,3510;-1,3074;-1,2127;1,0589;-1,3074;101,1542;101,1542
2;15;5;5,6111;-1,9278;0,6975;2,8345;-1,9278;0,8044;-2,7756;134,5665;134,5665
2;16;0;3,0256;-1,8328;0,9032;0,0530;1,1928;0,9032;0,0530;321,9963;321,9963
2;17;4;5,7887;-2,4102;0,0921;2,8528;1,1486;0,0921;-1,7127;57,71724;57,71725
2;18;6;6,7808;0,7559;-1,1870;3,3599;2,2170;0,4535;-3,0551;335,6862;335,6862
2;19;3;3,4699;2,5701;-0,8648;0,4392;-0,0985;1,3530;0,4392;207,2413;207,2414
2;20;2;3,2703;0,1573;0,6046;1,4588;0,1573;0,6046;-1,8114;198,0544;198,0544
BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;4;7,1948;-2,7251;0,1314;1,4661;2,9584;0,1314;-2,9457;292,2074;292,2074
0;1;6;4,1902;1,1610;-0,5103;2,4710;1,5107;0,2047;-1,6429;24,42644;24,42645
0;2;3;3,8553;-2,6721;-0,4110;2,9808;1,0386;0,6352;2,9808;297,6149;297,6149
0;3;2;3,4076;1,3165;0,8175;0,1037;1,3165;0,8175;-3,3039;278,925;278,925
0;4;0;4,9681;2,5929;0,3216;1,9397;-2,3752;0,3216;1,9397;46,86918;46,86919
