BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;1;3,6424;-1,0730;0,5830;-2,3266;2,1713;-1,0730;-2,3266;244,1634;244,1634
0;1;5;3,5454;-2,2965;0,1107;-3,0750;-2,2965;-1,1277;0,2471;54,19963;54,19965
0;2;6;3,4073;-1,9337;-1,2807;2,2146;0,1937;1,3368;2,6970;63,61398;63,61398
0;3;5;3,5686;0,4359;0,0449;3,0992;0,4359;-0,1795;-0,4623;170,8041;170,8041
0;4;2;6,1522;-2,0892;-0,2102;2,8257;-2,0892;-0,2102;-3,3265;40,84251;40,84251
0;5;5;5,5202;-0,2218;-1,1672;-3,1985;-0,2218;1,1794;1,7982;216,57;216,57
0;6;3;3,9881;2,1366;-0,8442;-2,6086;-1,5149;0,7595;-2,6086;94,15193;94,15194
0;7;5;5,0064;-0,8237;-0,2011;-2,6838;-0,8237;0,9640;2,1852;264,4678;264,4678
0;8;5;3,5657;-0,3743;-0,2297;2,2635;-0,3743;-0,0774;-1,2990;198,4986;198,4987
0;9;0;3,2974;-1,6563;0,2785;-1,6011;1,6411;0,2785;-1,6011;234,715;234,715
0;10;4;6,0788;2,8085;0,1034;0,6646;-2,7530;0,1034;-1,7892;314,0627;314,0627
1;11;4;4,4566;-2,5756;-0,6335;-3,2967;-1,8299;-0,6335;1,0971;90,91679;90,9168
1;12;3;3,2577;-2,9328;-1,1918;-0,3365;0,1465;-0,1288;-0,3365;349,098;349,098
1;13;5;5,1535;1,6448;0,0019;-2,4989;1,6448;-1,0636;2,5432;82,18734;82,18735
1;14;6;5,3826;-1,8633;-0,4539;-2,2101;0,3818;0,5204;2,5839;193,8641;193,8641
1;15;1;3,0623;-0,9463;1,3991;-1,8564;1,0227;-0,9463;-1,8564;87,37962;87,37963
1;16;2;4,1795;1,3962;-0,6909;-2,1262;1,3962;-0,6909;2,0532;212,327;212,3271
1;17;0;3,7173;-1,1127;-1,0369;-0,8051;2,6046;-1,0369;-0,8051;144,1991;144,1992
2;18;0;4,2916;1,4054;0,0601;-0,0234;-2,8862;0,0601;-0,0234;137,7938;137,7938
2;19;4;3,1285;-2,1170;0,0771;-0,2492;0,9987;0,0771;-0,5327;133,7752;133,7752
2;20;3;3,9034;1,7957;-1,1701;2,2567;-1,6706;0,6248;2,2567;209,2001;209,2001
