BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;2;6,2014;1,5521;-0,1180;3,0454;1,5521;-0,1180;-3,1560;199,521;199,521
0;1;4;5,2029;-2,2653;0,6420;-2,4190;-1,9878;0,6420;2,7765;155,1578;155,1579
0;2;5;4,6128;-1,8108;-1,1530;1,1361;-1,8108;-0,6692;-3,4513;205,7231;205,7232
0;3;5;3,2277;1,0060;-1,2426;-2,3775;1,0060;1,1537;-0,2151;284,1813;284,1813
0;4;3;4,0375;-2,0560;-1,0889;0,6429;1,9693;-0,7746;0,6429;165,917;165,917
0;5;3;5,3439;-2,6096;0,2885;-2,4199;2,6795;-0,4747;-2,4199;248,8099;248,8099
0;6;0;3,1947;2,9033;-1,1823;0,0476;-0,2915;-1,1823;0,0476;204,3325;204,3325
0;7;0;3,7537;1,8292;-1,1688;3,0882;-1,9245;-1,1688;3,0882;218,7482;218,7483
0;8;6;3,3020;0,2649;-1,1785;-1,1983;2,7861;0,9499;-1,3279;40,93545;40,93546
0;9;1;3,0916;1,3236;-1,1687;-3,3079;-0,5058;1,3236;-3,3079;6,793734;6,793735
1;10;5;3,5630;-1,9623;0,0848;-1,7558;-1,9624;-0,4597;1,7653;281,744;281,744
1;11;6;3,7243;2,9958;1,3766;1,5031;0,7383;-1,1036;3,1227;158,8588;158,8588
1;12;2;6,4478;-0,0994;0,2995;3,4433;-0,0994;0,2995;-3,0045;117,8575;117,8576
1;13;1;3,5406;-1,2471;0,8624;0,3657;1,5965;-1,2471;0,3657;326,5158;326,5159
1;14;0;3,9325;1,7471;-0,2751;0,5589;-2,1854;-0,2751;0,5589;170,1802;170,1802
1;15;3;5,4917;2,7385;-0,4625;1,3191;-2,7360;-0,8976;1,3191;138,5367;138,5367
1;16;4;4,5864;-1,8219;-1,3497;0,3128;2,4969;-1,3497;1,8564;36,85842;36,85842
2;17;6;5,4987;-2,5723;-0,9328;0,3933;2,9210;-1,0430;0,1753;215,5541;215,5542
2;18;0;3,5178;2,2762;-1,2061;1,3460;-1,2416;-1,2061;1,3460;32,33501;32,33501
2;19;5;3,3475;2,5104;0,3149;1,7476;2,5104;0,8047;-1,5639;274,9186;274,9186
2;20;4;5,0935;-2,4081;-0,9520;-1,5939;-0,1425;-0,9520;2,9680;272,508;272,508
