BlockID;TrialID;Config;Position
0;0;2;(-1.09, -0.04, 1.66)
0;1;1;(-0.87, 0.39, -3.49)
0;2;0;(0.42, -1.15, -3.72)
1;3;1;(3.15, -0.56, 1.54)
1;4;2;(-1.31, -0.95, 2.88)
1;5;0;(-1.95, -1.61, 0.30)
2;6;2;(3.16, -0.74, 2.32)
2;7;1;(-2.21, -0.78, -1.01)
2;8;0;(0.37, 0.34, -0.81)
3;9;1;(2.94, -1.16, 2.35)
3;10;2;(-0.23, -0.79, 0.02)
3;11;0;(-2.48, 1.71, 0.74)
4;12;2;(0.29, 0.65, 0.49)
4;13;0;(-2.25, 1.51, -1.31)
4;14;1;(-2.97, -1.51, 3.83)
5;15;1;(1.23, 1.02, 3.85)
5;16;2;(0.09, -0.74, 0.44)
5;17;0;(3.32, -0.35, -3.68)
6;18;0;(0.19, 0.72, 1.06)
6;19;2;(2.92, 0.12, -0.65)
6;20;1;(-2.22, 0.51, 2.92)
7;21;1;(0.48, 1.05, -3.84)
7;22;2;(-1.00, 0.99, 3.01)
7;23;0;(-2.13, -1.28, -3.52)
8;24;1;(0.30, 1.55, 3.44)
8;25;2;(3.38, 0.45, 2.66)
8;26;0;(3.10, 0.35, -2.99)
9;27;1;(-0.94, 0.00, 3.49)
9;28;2;(0.09, -0.91, 1.34)
9;29;0;(-0.24, -1.40, -2.50)
10;30;0;(1.85, -0.16, -3.18)
10;31;2;(3.40, -0.13, -1.50)
10;32;1;(-0.72, -0.69, 1.87)
11;33;0;(1.87, 1.35, -3.07)
11;34;1;(-3.01, 0.94, -3.44)
11;35;2;(-2.63, 0.96, 1.00)
12;36;0;(1.30, -1.42, 3.52)
12;37;1;(2.13, 0.25, -2.49)
12;38;2;(-1.33, -1.73, 3.75)
13;39;1;(1.54, -0.09, -3.13)
13;40;0;(0.91, -1.21, 1.49)
13;41;2;(-2.82, -1.35, 0.08)
14;42;2;(3.37, 1.44, -2.21)
14;43;0;(-1.43, 1.13, -3.65)
14;44;1;(2.86, -0.26, 0.98)
15;45;1;(-0.75, -1.47, -0.38)
15;46;2;(-2.60, -0.03, 1.00)
15;47;0;(2.78, 1.66, 3.27)
16;48;0;(-3.30, 1.28, 0.38)
16;49;1;(2.79, 1.72, 0.25)
16;50;2;(-3.36, -0.01, -1.06)
17;51;1;(-1.39, -0.08, 2.51)
17;52;2;(2.02, 1.34, 0.45)
17;53;0;(-0.28, 0.72, -0.15)
18;54;0;(-3.01, -0.66, -1.35)
18;55;1;(2.85, -0.40, -3.67)
18;56;2;(-1.22, -0.44, -2.58)
19;57;0;(-1.48, 1.55, 1.75)
19;58;2;(-0.10, -0.59, -1.21)
19;59;1;(2.64, 1.61, 0.12)
