BlockID;TrialID;Config;Position
0;0;1;(-2.27, 1.51, -2.46)
0;1;0;(-0.70, 0.15, 1.35)
0;2;2;(-1.03, 1.03, -1.63)
1;3;2;(2.99, 0.92, 0.85)
1;4;0;(-1.44, -0.79, 0.08)
1;5;1;(-2.80, -1.10, -3.13)
2;6;1;(3.01, -1.17, 3.37)
2;7;0;(0.22, -0.45, -3.06)
2;8;2;(-1.57, 1.12, 1.68)
3;9;2;(1.46, -0.74, 0.88)
3;10;1;(-3.26, 1.08, -1.47)
3;11;0;(2.88, 1.11, -0.44)
4;12;0;(-2.45, -0.86, -0.84)
4;13;2;(1.32, -1.63, -1.57)
4;14;1;(-2.99, 1.39, -1.42)
5;15;2;(0.34, 1.50, 3.90)
5;16;0;(-2.90, 0.61, 0.63)
5;17;1;(2.69, -0.03, 3.24)
6;18;2;(3.17, 1.04, 2.51)
6;19;1;(-2.66, -0.09, 0.22)
6;20;0;(1.32, 1.56, 0.52)
7;21;1;(-2.44, 0.22, -2.03)
7;22;0;(-0.71, -0.12, 3.31)
7;23;2;(-2.82, -1.56, 0.68)
8;24;1;(1.90, -1.24, 1.11)
8;25;2;(-3.37, -0.87, 3.48)
8;26;0;(2.88, -0.42, 3.86)
9;27;0;(-0.82, 1.38, 0.11)
9;28;1;(0.83, 0.52, -2.74)
9;29;2;(2.16, -0.39, 3.65)
10;30;0;(-2.43, -0.75, -3.34)
10;31;1;(-1.35, -1.59, 3.03)
10;32;2;(3.25, -1.28, -3.13)
11;33;1;(-2.75, -0.40, -3.91)
11;34;0;(0.78, 0.96, -0.74)
11;35;2;(-2.67, -0.81, 3.89)
12;36;0;(0.72, -0.43, -0.63)
12;37;2;(3.27, 1.25, 2.99)
12;38;1;(2.02, 1.37, -0.86)
13;39;2;(0.50, -0.46, -3.21)
13;40;0;(0.31, 1.13, -0.58)
13;41;1;(0.42, -1.43, -3.89)
14;42;2;(1.46, 0.14, 0.86)
14;43;0;(-2.80, -1.45, 1.45)
14;44;1;(-2.89, 0.65, -3.27)
15;45;0;(-2.30, -0.22, 2.16)
15;46;1;(1.61, -1.32, 3.14)
15;47;2;(-1.54, -1.09, 2.48)
16;48;0;(-3.38, -0.70, -2.58)
16;49;2;(1.74, 1.42, 3.33)
16;50;1;(2.48, -1.29, -0.23)
17;51;0;(-0.93, -0.48, 0.70)
17;52;1;(1.84, 0.71, -2.80)
17;53;2;(-1.58, 1.24, -0.95)
18;54;1;(1.54, 0.93, 2.84)
18;55;2;(1.62, 1.41, 0.88)
18;56;0;(2.72, 1.39, -2.92)
19;57;2;(-0.30, -0.72, -1.96)
19;58;1;(3.31, -0.73, 1.44)
19;59;0;(3.30, 0.28, -1.76)
