BlockID;TrialID;Config;Position
0;0;2;(-1.65, 0.30, 1.72)
0;1;0;(1.25, 1.63, -2.20)
0;2;1;(-0.77, 1.77, -3.11)
1;3;1;(4.61, 0.76, -2.95)
1;4;0;(1.77, -0.70, -4.56)
1;5;2;(-0.83, -1.16, -1.75)
2;6;0;(-1.14, 1.99, -1.13)
2;7;2;(-1.82, 1.96, -4.28)
2;8;1;(-1.20, -0.45, 1.42)
3;9;1;(-4.68, -1.68, 4.90)
3;10;2;(4.85, 0.26, -4.29)
3;11;0;(1.04, -1.72, -1.82)
4;12;1;(0.59, 1.57, -0.78)
4;13;0;(3.71, 1.57, 2.22)
4;14;2;(-2.12, 1.12, -0.45)
5;15;1;(-0.01, -0.66, -0.30)
5;16;2;(-3.87, -1.27, 0.62)
5;17;0;(-0.40, -0.27, 4.10)
6;18;2;(0.14, -0.87, 4.21)
6;19;1;(0.89, 1.63, 2.24)
6;20;0;(4.88, -0.60, -1.18)
7;21;2;(3.16, -1.58, -3.99)
7;22;0;(-2.34, -0.61, -1.63)
7;23;1;(-2.87, -1.11, -3.90)
8;24;0;(1.20, 1.01, 4.49)
8;25;2;(0.33, -1.30, -4.33)
8;26;1;(-0.20, 0.34, 2.49)
9;27;0;(1.13, -1.95, 2.08)
9;28;1;(2.46, -0.55, -2.44)
9;29;2;(2.36, 0.29, 4.22)
10;30;1;(0.94, -1.62, 0.19)
10;31;0;(-4.45, 1.82, -0.27)
10;32;2;(3.25, -1.50, 0.31)
11;33;0;(0.89, 1.49, 4.81)
11;34;2;(-1.30, -1.85, 0.69)
11;35;1;(3.39, -1.38, -3.03)
12;36;1;(-4.56, -1.03, 3.58)
12;37;0;(-4.54, -0.75, 1.23)
12;38;2;(-2.95, 1.53, -2.36)
13;39;1;(-1.49, 1.22, 1.85)
13;40;0;(1.11, -0.30, 2.62)
13;41;2;(2.94, 1.25, 1.15)
14;42;0;(-2.62, 0.70, -1.07)
14;43;1;(2.99, 1.79, 4.30)
14;44;2;(0.46, -0.43, -2.16)
15;45;0;(-0.69, -1.44, -3.24)
15;46;2;(-3.62, 1.71, 0.49)
15;47;1;(1.68, -1.82, -3.28)
16;48;1;(3.52, 1.05, -1.70)
16;49;2;(4.29, 0.70, 1.01)
16;50;0;(3.97, -1.55, -3.37)
17;51;0;(3.60, 1.53, -4.83)
17;52;1;(-3.16, 1.53, 0.48)
17;53;2;(-0.15, 0.57, -4.06)
18;54;1;(0.37, -1.92, 4.36)
18;55;2;(-1.72, 0.29, 0.69)
18;56;0;(1.69, 1.21, -3.79)
19;57;0;(1.21, -0.03, -1.39)
19;58;1;(-2.06, 0.51, -0.61)
19;59;2;(3.45, -0.85, 3.29)
