BlockID;TrialID;Config;Position
0;0;0;(4.01, 1.28, -0.16)
0;1;1;(3.80, -1.02, -0.95)
0;2;2;(0.20, 0.43, -4.27)
1;3;1;(4.42, -1.30, 4.93)
1;4;0;(-1.86, 0.82, -0.47)
1;5;2;(3.26, 0.19, 4.86)
2;6;2;(3.55, -0.81, -0.72)
2;7;1;(3.49, -0.44, -0.08)
2;8;0;(4.27, 1.03, 3.05)
3;9;1;(3.74, -1.54, 2.47)
3;10;2;(-4.87, 1.22, 3.62)
3;11;0;(2.54, -1.60, -4.07)
4;12;2;(-0.34, -1.83, 2.05)
4;13;0;(-1.00, -0.18, 0.18)
4;14;1;(1.20, 0.42, 3.70)
5;15;0;(-1.76, 1.60, 3.08)
5;16;2;(-1.82, 1.90, -1.13)
5;17;1;(-2.73, -1.94, -1.16)
6;18;2;(-2.93, 0.78, 0.98)
6;19;1;(-2.62, 1.78, 3.77)
6;20;0;(-1.62, 1.35, 1.83)
7;21;2;(2.59, -0.79, -2.68)
7;22;1;(-3.64, 1.52, 0.54)
7;23;0;(1.54, 0.09, 1.98)
8;24;1;(2.70, -0.76, 2.42)
8;25;0;(3.30, -0.63, 4.78)
8;26;2;(-4.72, 1.66, 4.07)
9;27;2;(-4.96, 0.66, -0.68)
9;28;0;(-4.84, -1.56, -3.39)
9;29;1;(-1.38, -0.57, 2.10)
10;30;2;(-4.63, 1.10, -0.92)
10;31;1;(-3.05, -0.06, -1.81)
10;32;0;(-4.99, -1.86, -3.24)
11;33;2;(-1.12, 1.96, -0.65)
11;34;1;(0.25, -1.20, -0.96)
11;35;0;(4.53, -1.85, 4.77)
12;36;2;(3.33, -0.54, -0.22)
12;37;0;(1.18, 1.43, -0.55)
12;38;1;(0.41, -1.81, -4.29)
13;39;0;(-4.18, -0.39, 0.62)
13;40;1;(-3.30, 1.49, -2.22)
13;41;2;(2.72, 1.33, 0.61)
14;42;0;(-3.80, -1.61, -1.86)
14;43;1;(2.30, -0.25, 0.39)
14;44;2;(-2.52, -1.51, -1.83)
15;45;1;(3.52, -1.17, -1.19)
15;46;0;(2.22, -1.16, -0.39)
15;47;2;(3.52, -0.01, -3.71)
16;48;0;(3.75, 0.76, -4.50)
16;49;1;(2.22, -1.61, -3.29)
16;50;2;(2.92, 1.76, -3.50)
17;51;2;(0.76, -1.80, -3.44)
17;52;0;(-0.55, -0.33, -1.72)
17;53;1;(4.67, 0.53, 3.13)
18;54;0;(1.08, 1.93, 4.01)
18;55;2;(0.13, -1.40, 2.24)
18;56;1;(-3.68, 0.56, -0.04)
19;57;1;(4.16, 1.44, -4.38)
19;58;0;(1.67, -1.88, -4.74)
19;59;2;(-1.44, -1.79, 1.89)
