BlockID;TrialID;Config;Position
0;0;0;(-1.61, 1.62, -0.03)
0;1;2;(-1.02, -0.23, -0.61)
0;2;1;(-3.39, 1.61, 2.24)
1;3;2;(-2.08, -1.47, -2.14)
1;4;0;(1.54, 0.49, -2.04)
1;5;1;(-2.20, -1.07, -2.68)
2;6;2;(-3.09, -0.11, 3.71)
2;7;0;(-0.45, -0.99, -0.37)
2;8;1;(-3.11, -0.28, 2.73)
3;9;2;(-0.10, -0.82, -1.84)
3;10;0;(3.16, 1.58, 1.70)
3;11;1;(-0.40, -0.88, 2.90)
4;12;2;(-0.16, -1.42, 2.82)
4;13;0;(2.66, 1.05, 3.60)
4;14;1;(-2.97, 1.63, 3.30)
5;15;2;(0.41, -1.19, -1.77)
5;16;1;(-2.25, -0.42, 3.33)
5;17;0;(-2.85, -1.62, -0.67)
6;18;1;(-0.21, 0.23, 3.81)
6;19;0;(-1.72, 0.24, -3.29)
6;20;2;(3.41, -0.17, 2.61)
7;21;0;(0.56, 0.39, 0.26)
7;22;2;(0.09, -0.74, -0.43)
7;23;1;(-0.16, -0.86, 3.89)
8;24;2;(3.49, 0.54, 1.14)
8;25;0;(-0.13, -0.63, -1.34)
8;26;1;(-2.51, 1.42, 1.60)
9;27;1;(2.35, -0.59, -1.75)
9;28;2;(2.45, -1.41, 2.24)
9;29;0;(0.44, -0.89, -1.22)
10;30;1;(-1.25, 0.17, 3.33)
10;31;0;(2.28, 1.01, -3.76)
10;32;2;(1.71, -0.49, 1.78)
11;33;0;(-1.48, -1.36, -1.63)
11;34;1;(2.86, -0.97, 3.18)
11;35;2;(-0.77, -1.02, 3.66)
12;36;2;(-3.07, 0.05, 2.25)
12;37;1;(1.92, -0.51, -2.94)
12;38;0;(-0.37, 0.15, -0.91)
13;39;0;(-3.44, -0.83, -1.45)
13;40;1;(1.64, -0.14, 2.63)
13;41;2;(-2.64, 0.33, -0.98)
14;42;2;(-0.82, -0.39, 0.91)
14;43;1;(3.32, -1.47, 1.56)
14;44;0;(1.87, -1.57, 3.64)
15;45;1;(1.69, -0.85, -0.76)
15;46;0;(-2.14, -1.26, -2.66)
15;47;2;(-1.80, -1.29, 0.86)
16;48;2;(3.43, -1.67, 1.31)
16;49;1;(-0.27, 0.76, 0.99)
16;50;0;(0.34, -0.68, 3.35)
17;51;1;(-3.12, -1.07, 1.85)
17;52;2;(-1.54, 1.74, 2.72)
17;53;0;(3.24, -0.79, 3.91)
18;54;1;(-1.54, -0.35, -0.98)
18;55;0;(-0.54, -1.70, 0.21)
18;56;2;(-2.82, -0.01, -3.01)
19;57;2;(-0.02, -0.52, -1.10)
19;58;0;(-0.54, -1.51, -2.72)
19;59;1;(0.89, 0.00, 2.70)
