BlockID;TrialID;Config;Position
0;0;2;(-3.21, 0.87, 1.26)
0;1;1;(-0.49, 0.96, -1.63)
0;2;0;(3.06, -0.81, -1.13)
1;3;2;(-0.23, 1.47, 1.98)
1;4;0;(3.43, 0.60, 3.26)
1;5;1;(-1.58, -0.02, 0.52)
2;6;1;(2.15, 0.47, -2.64)
2;7;0;(-3.28, 0.66, 1.26)
2;8;2;(-3.32, 0.70, 2.95)
3;9;2;(3.26, -0.99, 2.73)
3;10;0;(2.13, -0.20, -3.96)
3;11;1;(3.44, -0.69, 1.68)
4;12;0;(1.66, -1.16, 3.20)
4;13;1;(1.55, 1.29, -0.94)
4;14;2;(0.56, -1.42, 3.30)
5;15;1;(-1.72, 1.41, -2.83)
5;16;2;(-2.85, 0.10, -3.58)
5;17;0;(-0.71, -0.57, 2.37)
6;18;1;(0.24, -0.53, -2.62)
6;19;0;(-3.16, -1.05, -3.78)
6;20;2;(-1.44, 1.49, 2.22)
7;21;0;(-0.65, 1.18, -1.16)
7;22;2;(-2.42, -0.05, 0.10)
7;23;1;(3.48, 1.53, -3.27)
8;24;0;(-0.50, 0.75, -3.46)
8;25;1;(2.76, -1.66, 3.94)
8;26;2;(3.13, 0.18, -1.33)
9;27;0;(-1.12, -0.94, 1.28)
9;28;2;(2.25, -1.40, 0.28)
9;29;1;(-2.92, 0.36, 0.64)
10;30;0;(0.39, -0.88, -2.29)
10;31;2;(1.92, -1.49, -2.09)
10;32;1;(-2.95, 0.79, 4.00)
11;33;2;(1.70, -0.58, 1.63)
11;34;1;(-2.51, 0.02, -3.69)
11;35;0;(-0.24, -0.17, -3.73)
12;36;1;(3.44, -0.06, 1.04)
12;37;0;(-1.38, -1.08, 0.73)
12;38;2;(3.40, 0.83, 0.99)
13;39;2;(-0.51, -0.63, 0.44)
13;40;1;(3.11, 1.27, -2.85)
13;41;0;(-2.32, -1.08, 3.40)
14;42;0;(-1.11, 1.66, 1.27)
14;43;2;(-2.84, -0.87, -1.57)
14;44;1;(1.39, 1.65, -0.08)
15;45;0;(-0.05, -0.65, -3.70)
15;46;2;(0.66, 1.20, -3.35)
15;47;1;(3.29, -0.87, 1.16)
16;48;1;(-1.82, 0.90, 1.15)
16;49;0;(2.29, -0.45, 3.53)
16;50;2;(1.46, -1.49, -1.94)
17;51;0;(0.19, 1.71, 3.15)
17;52;2;(-1.83, 1.09, 2.11)
17;53;1;(0.38, 0.24, -1.46)
18;54;2;(-0.78, -1.21, -3.35)
18;55;0;(3.15, 1.39, 3.50)
18;56;1;(2.95, 0.31, -2.48)
19;57;1;(-3.22, 0.07, 3.73)
19;58;2;(-2.63, -1.67, -3.12)
19;59;0;(0.33, 1.73, -2.69)
