BlockID;TrialID;Config;StopWatch
0;0;0;2.677971
0;1;1;1.512047
0;2;2;1.000473
1;3;2;0.9158783
1;4;1;0.6825333
1;5;0;0.7011757
2;6;0;0.7501869
2;7;2;0.9200706
2;8;1;0.6406708
3;9;1;0.820179
3;10;2;0.7413826
3;11;0;0.8737297
4;12;2;1.048248
4;13;0;0.7932549
4;14;1;0.7115555
5;15;1;0.6560974
5;16;0;0.6798706
5;17;2;0.770462
6;18;1;0.5777206
6;19;0;0.7630463
6;20;2;0.9030304
7;21;1;0.5467148
7;22;2;0.6414566
7;23;0;0.7554321
8;24;2;0.7145081
8;25;0;0.8262329
8;26;1;0.572319
9;27;0;0.6856613
9;28;2;0.7308884
9;29;1;0.5466232
10;30;1;0.6808319
10;31;2;0.5956192
10;32;0;0.6476517
11;33;1;0.7170029
11;34;2;0.6132202
11;35;0;0.5925598
12;36;2;0.7099152
12;37;1;0.7435684
12;38;0;0.8080978
13;39;1;0.6093292
13;40;2;0.697937
13;41;0;0.6536942
14;42;2;0.6705322
14;43;1;0.6154404
14;44;0;0.6392365
15;45;0;0.6880798
15;46;1;0.7255936
15;47;2;0.6431427
16;48;0;0.7720795
16;49;2;0.6501007
16;50;1;0.7100372
17;51;0;0.6360931
17;52;2;0.6910095
17;53;1;0.5547485
18;54;2;0.5186844
18;55;0;0.6564789
18;56;1;0.6027908
19;57;1;0.650238
19;58;2;0.6162109
19;59;0;0.6691437
