BlockID;TrialID;Config;Position
0;0;0;(2.59, 1.32, 4.48)
0;1;2;(1.73, -1.71, 2.30)
0;2;1;(1.33, 0.28, -0.02)
1;3;0;(-1.69, 1.27, -2.75)
1;4;2;(3.41, 0.57, -3.08)
1;5;1;(1.28, -0.62, 1.79)
2;6;1;(1.36, 1.87, 2.42)
2;7;2;(-2.63, 0.15, 1.83)
2;8;0;(2.64, -0.82, -2.19)
3;9;2;(-0.88, 1.96, -4.49)
3;10;1;(-0.35, -0.31, -1.41)
3;11;0;(3.15, -0.05, -0.26)
4;12;2;(-4.80, -0.24, -0.88)
4;13;0;(-1.01, -1.26, 3.59)
4;14;1;(4.90, -1.05, -0.62)
5;15;2;(1.29, -0.11, -0.22)
5;16;0;(-4.21, -1.41, 4.56)
5;17;1;(-1.10, 0.79, 1.48)
6;18;2;(4.48, 0.54, -3.28)
6;19;1;(-4.36, -0.17, 3.36)
6;20;0;(4.85, -0.78, -0.09)
7;21;1;(-3.81, 1.99, -0.18)
7;22;0;(-1.59, 1.23, 1.05)
7;23;2;(1.40, -1.69, -3.35)
8;24;0;(1.86, 1.34, 0.89)
8;25;1;(1.61, -0.48, 3.54)
8;26;2;(0.36, 0.26, 2.85)
9;27;0;(1.31, -0.53, -2.22)
9;28;2;(4.49, 1.26, -3.23)
9;29;1;(3.61, 2.00, 4.38)
10;30;0;(4.81, 1.00, -3.80)
10;31;1;(1.58, -0.39, -3.28)
10;32;2;(2.42, -1.16, 1.15)
11;33;2;(-4.80, 1.06, 4.05)
11;34;0;(-3.34, -1.91, 4.60)
11;35;1;(4.43, 1.19, -1.62)
12;36;1;(-3.61, -1.09, 4.17)
12;37;0;(-0.34, -1.84, -3.44)
12;38;2;(-2.93, 1.47, 4.14)
13;39;2;(-4.43, -0.13, 3.90)
13;40;1;(-4.17, -1.82, 2.62)
13;41;0;(-2.01, -0.44, 2.74)
14;42;0;(-1.02, 0.52, 3.90)
14;43;2;(-2.46, 0.90, 3.78)
14;44;1;(-3.14, -0.44, -0.41)
15;45;2;(0.52, -0.44, -1.51)
15;46;1;(-0.73, -1.68, -4.90)
15;47;0;(1.64, 1.96, 0.19)
16;48;2;(1.09, 0.71, -1.61)
16;49;1;(2.73, -0.33, -3.21)
16;50;0;(-2.61, -1.12, 1.11)
17;51;0;(-4.99, -1.19, -2.59)
17;52;1;(0.04, -0.35, -1.95)
17;53;2;(-1.12, -0.42, -1.75)
18;54;2;(-3.16, 0.99, 1.69)
18;55;0;(-4.74, 1.68, 0.87)
18;56;1;(-0.68, -1.68, 4.00)
19;57;0;(0.06, -1.81, 0.16)
19;58;1;(-4.46, 1.50, 4.07)
19;59;2;(-0.01, -0.16, -1.65)
