BlockID;TrialID;Config;Position
0;0;0;(4.92, -0.73, 2.48)
0;1;2;(-4.85, -1.35, 2.88)
0;2;1;(-2.79, 0.74, 0.61)
1;3;2;(3.31, -1.73, 0.77)
1;4;1;(-4.08, 0.28, 1.43)
1;5;0;(-4.41, -1.61, -4.62)
2;6;1;(4.83, 0.64, 3.05)
2;7;0;(3.86, -0.65, 0.18)
2;8;2;(-4.59, -0.33, 0.25)
3;9;1;(-3.45, 0.59, -2.82)
3;10;2;(1.38, -0.07, 4.84)
3;11;0;(-3.22, -1.84, 3.51)
4;12;2;(2.75, 0.06, 2.33)
4;13;1;(1.58, -1.15, 0.59)
4;14;0;(-1.74, -1.74, 4.87)
5;15;2;(-4.36, 0.09, -4.69)
5;16;1;(-0.01, -1.33, 1.95)
5;17;0;(0.65, -0.32, 4.96)
6;18;2;(-0.84, 0.37, -1.35)
6;19;0;(-4.43, 1.56, 1.20)
6;20;1;(0.65, 0.80, -2.46)
7;21;0;(-2.52, -1.26, -2.05)
7;22;1;(3.65, 1.59, -0.72)
7;23;2;(-1.36, 0.73, 4.38)
8;24;1;(0.02, 1.09, -1.92)
8;25;0;(2.25, 1.35, 3.81)
8;26;2;(0.44, 1.00, -4.26)
9;27;0;(1.16, 1.14, -1.26)
9;28;1;(4.39, 1.30, -1.75)
9;29;2;(3.95, 0.81, 0.13)
10;30;1;(0.22, -0.73, -0.98)
10;31;0;(-2.01, 1.61, -0.92)
10;32;2;(1.07, -1.73, -3.88)
11;33;2;(1.38, -1.98, 1.70)
11;34;1;(2.35, -1.63, 3.20)
11;35;0;(-0.70, 1.41, -0.47)
12;36;0;(4.21, -1.87, -2.45)
12;37;1;(-0.71, 1.16, 3.88)
12;38;2;(-2.03, -1.96, 1.29)
13;39;2;(-3.64, 0.01, 3.74)
13;40;1;(2.36, 0.33, 0.38)
13;41;0;(3.80, -1.42, 2.25)
14;42;0;(-0.96, 0.09, 0.64)
14;43;2;(-3.18, 0.16, -1.57)
14;44;1;(-2.14, -0.93, -1.10)
15;45;0;(4.21, 0.79, 2.05)
15;46;2;(-0.41, -1.31, 3.37)
15;47;1;(-1.14, -1.08, -4.25)
16;48;1;(-1.11, -0.13, 1.51)
16;49;0;(0.81, -0.01, 4.99)
16;50;2;(3.57, 0.43, 0.80)
17;51;1;(1.37, -0.65, 4.94)
17;52;0;(4.66, 1.97, 2.39)
17;53;2;(-2.30, -1.28, 3.10)
18;54;1;(0.37, 0.31, -0.95)
18;55;0;(-0.86, -0.76, -3.14)
18;56;2;(4.94, -1.68, 4.83)
19;57;2;(4.50, -1.35, 0.00)
19;58;0;(3.02, 0.42, -2.19)
19;59;1;(-2.77, -1.88, -4.54)
