BlockID;TrialID;Config;Position
0;0;0;(-1.61, 1.28, -1.53)
0;1;2;(-1.50, 1.31, 2.24)
0;2;1;(-4.85, 1.53, 0.07)
1;3;1;(-3.97, 1.76, 4.48)
1;4;2;(1.17, -0.51, -0.22)
1;5;0;(1.41, 1.69, 1.65)
2;6;0;(-2.72, -1.52, 3.32)
2;7;1;(1.57, 1.13, -2.53)
2;8;2;(1.79, 1.87, 3.06)
3;9;2;(4.45, 0.34, -1.97)
3;10;0;(2.33, 0.62, 2.26)
3;11;1;(-0.62, -0.55, -0.55)
4;12;2;(0.01, -0.69, 0.38)
4;13;1;(-4.23, -0.23, -0.20)
4;14;0;(3.83, -0.10, -2.61)
5;15;2;(2.21, -1.79, 4.28)
5;16;1;(-2.62, 1.08, -4.52)
5;17;0;(0.18, -1.82, 4.36)
6;18;1;(-2.00, -1.72, 2.96)
6;19;2;(-4.16, 1.49, 2.74)
6;20;0;(-2.72, -1.03, -3.78)
7;21;0;(1.85, 0.31, 3.29)
7;22;2;(1.40, 0.88, -0.46)
7;23;1;(-3.44, -0.34, 3.13)
8;24;0;(1.58, 0.75, -1.97)
8;25;2;(-0.89, 0.70, -1.49)
8;26;1;(0.27, 1.10, 2.73)
9;27;0;(-0.19, -0.31, 3.98)
