BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
0;0;0;(-1.86, -0.82, 2.74);(1.96, -0.82, 2.74);21,06081;21,06081
0;1;1;(-3.22, 1.86, -4.35);(-3.22, -1.29, -4.35);134,4483;134,4483
0;2;2;(-3.44, 0.58, -4.77);(-3.44, 0.58, 1.32);208,5646;208,5646
0;3;3;(-2.16, -1.73, 0.18);(1.68, -1.33, 0.18);173,3153;173,3153
0;4;4;(2.33, 0.40, 1.95);(-1.68, 0.40, -4.99);39,2854;39,28541
0;5;5;(-0.53, -2.00, 3.30);(-0.53, 0.81, -4.79);256,4581;256,4581
0;6;6;(0.34, -1.41, -0.85);(2.79, -0.20, -2.04);63,3603;63,36032
0;7;7;(-1.25, -1.56, 3.43);(-1.25, -1.56, 3.43);23,45523;320,968
0;8;8;(2.56, 0.23, 3.18);(-0.84, 0.23, 3.18);22,07902;328,635
0;9;9;(-3.67, 1.89, 4.69);(-3.67, -1.68, 4.69);91,21387;120,6895
0;10;10;(0.52, -0.48, -0.81);(0.52, -0.48, 2.87);65,23394;111,4083
0;11;11;(-3.67, 1.06, 1.86);(-1.54, -0.33, 1.86);5,332682;21,38731
0;12;12;(0.28, -0.97, 3.12);(2.73, -0.97, 1.33);58,17558;226,3602
0;13;13;(2.78, -0.87, 3.83);(2.78, -1.44, 0.53);130,299;271,9365
0;14;14;(2.24, 1.96, 3.31);(-3.48, 1.99, -2.45);130,1909;339,5732
0;15;15;(-3.12, 1.18, -4.84);(0.57, 1.18, -4.84);32,67287;32,67288
0;16;16;(3.46, 2.00, 4.22);(3.46, -1.62, 4.22);118,9109;118,9109
0;17;17;(-2.69, -1.42, 4.28);(-2.69, -1.42, -4.63);120,9057;120,9057
0;18;18;(-1.55, -1.05, -1.03);(3.26, -0.29, -1.03);143,6943;143,6943
0;19;19;(3.10, -1.01, 0.06);(-1.34, -1.01, 1.38);338,5597;338,5597
0;20;20;(-0.99, -0.37, -4.50);(-0.99, 1.30, 0.72);253,5527;253,5527
0;21;21;(3.43, -1.47, 1.32);(-3.49, -1.32, -0.45);261,5152;261,5152
0;22;22;(-2.43, -0.71, -2.13);(-2.43, -0.71, -2.13);150,2479;289,6886
0;23;23;(3.53, -0.13, -2.94);(-2.51, -0.13, -2.94);226,8133;279,3264
