BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
0;0;0;(2.73, 1.51, -3.41);(-2.35, 1.51, -3.41);323,8441;323,8441
0;1;1;(0.45, -0.88, -0.56);(2.45, 0.45, -0.56);98,94694;98,94695
0;2;2;(0.44, -0.06, -3.19);(0.44, -0.06, -0.86);204,5314;204,5314
0;3;3;(0.24, 0.11, -2.62);(-2.01, 0.96, -2.62);70,76765;70,76766
0;4;4;(3.57, 0.21, 0.40);(-3.02, 0.21, 4.61);319,9825;319,9825
0;5;5;(2.82, 1.69, -4.14);(2.82, -1.66, 2.48);157,311;157,311
0;6;6;(2.85, 1.75, -0.04);(-2.08, 0.68, 0.28);227,4374;227,4374
0;7;7;(-0.87, -1.41, -2.23);(-0.87, -1.41, -2.23);27,64128;243,8044
0;8;8;(-0.61, -0.73, -4.47);(3.54, -0.73, -4.47);227,2705;271,0426
0;9;9;(1.25, -0.40, 1.77);(3.31, 1.25, 1.77);157,6326;346,4218
0;10;10;(2.07, 1.03, -1.78);(2.07, 1.03, 1.87);33,00561;93,32895
0;11;11;(0.85, 1.00, 1.89);(-2.21, -0.09, 1.89);77,70605;194,2607
0;12;12;(1.47, -1.59, 3.32);(-0.88, -1.59, 3.05);28,32689;258,9546
0;13;13;(0.34, 1.71, 4.46);(0.34, 0.30, 0.17);44,7145;309,6261
0;14;14;(-2.72, 0.80, -4.96);(-1.46, -0.56, 4.21);30,51661;59,69495
0;15;15;(0.61, 1.94, 4.77);(-2.96, 1.94, 4.77);52,34656;52,34657
0;16;16;(1.91, -1.66, -4.79);(0.41, 1.91, -4.79);164,7238;164,7238
0;17;17;(-1.54, -0.59, -4.46);(-1.54, -0.59, -0.98);80,54211;80,54211
0;18;18;(-3.66, -0.63, 4.90);(0.83, 1.36, 4.90);0,02285242;0,02285242
0;19;19;(3.50, -1.79, -0.70);(-2.84, -1.79, 0.76);38,5225;38,5225
0;20;20;(-1.18, -1.78, 4.79);(-1.18, 1.48, -4.20);32,97758;32,97758
0;21;21;(-0.37, -1.91, 1.22);(-3.39, -1.08, -4.79);78,83347;78,83348
0;22;22;(3.50, -1.69, -2.87);(3.50, -1.69, -2.87);7,5478;55,11911
0;23;23;(-3.70, -0.22, -2.90);(1.63, -0.22, -2.90);199,5358;354,5967
0;24;24;(-1.94, 1.15, -3.82);(0.35, -1.94, -3.82);122,0964;190,378
0;25;25;(-1.61, 1.63, -4.24);(-1.61, 1.63, 3.51);53,85388;70,61197
0;26;26;(-1.36, -0.93, -4.48);(2.59, -0.26, -4.48);176,7243;204,177
0;27;27;(-1.72, 1.88, 3.51);(0.03, 1.88, -2.82);124,1524;255,9602
0;28;28;(0.85, 1.11, -3.31);(0.85, 1.41, 4.05);57,28946;160,1461
0;29;29;(-0.45, -0.02, -3.10);(-1.24, -1.20, 3.87);4,307434;23,26327
0;30;30;(-3.67, -0.39, -3.69);(-1.55, -0.39, -3.69);95,6514;95,6514
0;31;31;(-0.79, 1.09, 0.65);(-0.38, -0.79, 0.65);54,89959;54,8996
0;32;32;(-3.70, -0.85, 1.76);(-3.70, -0.85, -3.82);140,9161;140,9161
0;33;33;(1.60, 1.65, 1.00);(-3.64, 1.23, 1.00);227,0389;227,0389
0;34;34;(-0.25, 0.83, -4.34);(1.29, 0.83, -0.61);55,7052;55,7052
0;35;35;(3.71, 0.39, -3.63);(3.71, 1.49, 0.18);86,26934;86,26934
0;36;36;(1.04, -0.34, 2.71);(-3.55, 1.43, 4.06);66,65778;66,6578
0;37;37;(-2.22, -1.55, -3.23);(-2.22, -1.55, -3.23);67,47504;190,282
0;38;38;(1.26, -0.23, -0.49);(2.70, -0.23, -0.49);133,5979;288,15
0;39;39;(1.24, -0.58, 3.68);(-3.34, 1.24, 3.68);43,69702;281,5076
0;40;40;(0.64, -0.10, 4.74);(0.64, -0.10, -1.45);111,6223;161,4392
0;41;41;(-2.70, 0.21, -1.35);(2.03, 2.00, -1.35);193,1501;291,754
0;42;42;(0.73, 1.06, -0.01);(0.92, 1.06, 3.59);102,4836;218,9882
0;43;43;(2.07, 0.85, 4.34);(2.07, 0.50, -0.12);53,87654;154,6357
0;44;44;(-2.57, -0.92, -1.43);(-1.03, 0.32, 2.56);183,5507;247,6555
1;45;0;(-0.85, 1.94, 2.23);(1.46, 1.94, 2.23);174,5132;174,5132
1;46;1;(-0.54, 0.65, -0.97);(2.32, -0.54, -0.97);113,6065;113,6065
1;47;2;(-2.32, 0.61, 3.85);(-2.32, 0.61, -3.73);217,4395;217,4395
1;48;3;(2.23, 0.75, 2.17);(-2.80, 0.73, 2.17);190,8535;190,8535
1;49;4;(-2.54, -1.27, 3.50);(1.54, -1.27, 1.01);324,1591;324,1592
1;50;5;(0.54, 1.38, -1.97);(0.54, 1.71, 0.33);150,1337;150,1337
1;51;6;(-1.06, -0.44, 2.87);(-0.97, 1.37, -2.24);76,22242;76,22243
