BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
0;0;0;(-2.78, -0.42, 1.87);(-2.03, -0.42, 1.87);170,0119;170,012
0;1;1;(1.62, 0.63, 0.78);(1.62, -0.99, 0.78);355,0656;355,0656
0;2;2;(2.81, -1.98, -4.66);(2.81, -1.98, -3.81);189,1057;189,1057
0;3;3;(-2.90, -1.78, -3.53);(0.04, -1.23, -3.53);2,823421;2,823422
0;4;4;(-3.25, -1.09, -3.35);(2.31, -1.09, 4.40);219,6144;219,6144
0;5;5;(-1.11, 0.50, -3.85);(-1.11, -0.90, 3.77);343,2352;343,2352
0;6;6;(2.39, -0.99, -4.69);(3.08, 1.18, -2.37);29,66006;29,66006
0;7;7;(-0.90, -0.58, -2.36);(-0.90, -0.58, -2.36);12,16321;168,246
0;8;8;(-2.72, 0.34, -2.08);(2.30, 0.34, -2.08);114,8873;242,9789
0;9;9;(2.79, -0.54, -4.87);(2.79, 1.01, -4.87);4,338076;32,26249
0;10;10;(0.15, -0.94, 2.76);(0.15, -0.94, -3.21);99,06253;286,2121
0;11;11;(3.31, 1.94, -1.06);(2.37, 1.55, -1.06);13,80134;157,6752
0;12;12;(3.68, 0.24, -0.75);(-2.30, 0.24, 0.45);42,97033;164,9904
0;13;13;(3.00, -1.18, -2.51);(3.00, 0.42, 2.87);75,89177;342,5376
0;14;14;(-1.73, -0.33, -4.81);(-0.28, 1.49, 3.24);41,50795;118,0067
0;15;15;(0.98, -0.58, -4.60);(1.10, -0.58, -4.60);324,1519;324,152
0;16;16;(-1.52, 0.75, -2.86);(-1.52, 1.38, -2.86);43,06071;43,06071
0;17;17;(-1.57, -1.53, 0.24);(-1.57, -1.53, 0.82);76,01318;76,01318
0;18;18;(-1.24, -0.01, -3.35);(3.17, 0.80, -3.35);160,7693;160,7693
0;19;19;(2.81, -0.52, -3.63);(3.31, -0.52, 4.48);86,6614;86,66141
0;20;20;(-0.16, -0.13, 4.39);(-0.16, -0.20, -1.91);340,5224;340,5225
0;21;21;(1.62, 1.76, -2.97);(-2.79, -0.77, 2.88);205,1214;205,1214
0;22;22;(0.52, 0.39, 2.91);(0.52, 0.39, 2.91);127,7136;180,6004
