BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
0;0;0;(-0.47, -1.50, -4.54);(3.68, -1.50, -4.54);151,345;151,3451
0;1;1;(0.37, 0.88, 4.25);(3.39, 0.37, 4.25);48,21004;48,21004
0;2;2;(1.95, 0.51, 0.15);(1.95, 0.51, -2.71);53,1581;53,1581
0;3;3;(-2.11, -0.02, -2.61);(3.00, 1.68, -2.61);60,6608;60,66081
0;4;4;(0.95, 1.28, -3.49);(0.57, 1.28, 2.38);140,3051;140,3051
0;5;5;(2.56, 0.14, -3.21);(2.56, -1.10, 1.53);205,5568;205,5568
0;6;6;(-0.91, -0.71, 0.57);(2.47, 0.18, -1.64);227,0922;227,0923
0;7;7;(3.48, -0.93, 3.85);(3.48, -0.93, 3.85);294,9097;326,4838
0;8;8;(2.35, 1.14, -3.77);(-2.53, 1.14, -3.77);10,09337;315,0943
0;9;9;(0.60, 1.28, -1.26);(-2.26, 0.60, -1.26);155,6239;312,4242
0;10;10;(-3.36, -0.09, 4.34);(-3.36, -0.09, 0.34);69,95232;353,0893
0;11;11;(-2.37, -1.81, -3.49);(2.11, -0.60, -3.49);29,66929;116,7478
0;12;12;(3.58, -0.49, -1.33);(-1.06, -0.49, -2.52);9,014817;145,2291
0;13;13;(2.47, -0.45, -3.38);(2.47, -1.60, 1.58);66,21379;328,718
0;14;14;(-2.40, -0.76, -1.39);(-3.60, -1.80, 3.90);24,64441;313,5161
0;15;15;(-1.20, 1.70, -3.38);(2.35, 1.70, -3.38);29,57928;29,57929
0;16;16;(1.44, -1.64, -2.89);(-1.12, 1.44, -2.89);328,8048;328,8048
0;17;17;(-0.89, -0.33, -3.97);(-0.89, -0.33, 2.10);65,30327;65,30327
0;18;18;(0.27, -1.18, 3.27);(3.43, 1.64, 3.27);356,6068;356,6068
0;19;19;(1.54, 0.26, 3.75);(-0.62, 0.26, 0.84);58,44569;58,44569
0;20;20;(-3.47, -0.79, -3.75);(-3.47, -1.69, 4.02);101,9528;101,9528
0;21;21;(1.83, -0.28, -3.15);(-3.24, 1.03, -3.94);126,512;126,512
0;22;22;(0.35, 1.10, 2.66);(0.35, 1.10, 2.66);77,28462;109,5232
0;23;23;(2.77, -1.45, 0.68);(-2.24, -1.45, 0.68);245,7096;261,047
0;24;24;(-1.56, -1.55, 2.26);(2.51, -1.56, 2.26);11,17758;197,8758
