BlockID;TrialID;Config;Position
0;0;1;(-1.06, 1.27, 3.80)
0;1;0;(2.83, -0.04, -0.61)
0;2;2;(-0.92, -0.47, -0.29)
1;3;1;(1.46, -0.50, 3.29)
1;4;0;(0.53, -0.25, -0.74)
1;5;2;(2.81, -0.30, 2.56)
2;6;0;(1.66, -0.59, -0.37)
2;7;2;(-0.01, -0.75, -1.38)
2;8;1;(2.15, 0.48, 3.56)
3;9;0;(-1.67, 1.10, 0.56)
3;10;1;(-0.22, -0.85, -2.96)
3;11;2;(2.12, 1.67, 1.59)
4;12;1;(2.57, 1.62, -3.49)
4;13;2;(-2.29, -0.20, 1.84)
4;14;0;(1.73, -1.31, -3.52)
5;15;1;(-2.21, 1.27, 2.26)
5;16;2;(0.64, 1.56, 2.47)
5;17;0;(2.44, -0.61, 3.91)
6;18;0;(-1.16, 1.51, 3.81)
6;19;1;(1.99, 0.20, -0.76)
6;20;2;(-0.15, 0.20, 2.52)
7;21;2;(-1.55, 1.65, -1.05)
7;22;0;(-2.66, -0.05, -3.92)
7;23;1;(1.92, -0.21, -3.03)
8;24;0;(-2.22, -1.48, 3.85)
8;25;2;(-2.04, 1.50, 1.91)
8;26;1;(1.44, 0.38, -1.97)
9;27;1;(0.85, -1.63, 1.34)
9;28;2;(1.82, -0.39, -3.11)
9;29;0;(-1.35, -0.25, 0.39)
10;30;2;(-2.77, 0.52, 0.12)
10;31;1;(1.59, -1.73, 3.62)
10;32;0;(2.49, -0.26, -3.71)
11;33;2;(1.00, -0.61, 0.93)
11;34;1;(-2.19, 0.78, 2.80)
11;35;0;(2.17, -1.73, 2.59)
12;36;2;(-1.04, 0.60, 0.42)
12;37;0;(0.03, 0.11, -3.78)
12;38;1;(1.50, 0.97, 3.07)
13;39;2;(-1.82, 0.84, -1.01)
13;40;1;(2.33, 1.41, 0.35)
13;41;0;(-2.92, 1.19, -1.85)
14;42;0;(-0.73, 0.51, 3.12)
14;43;1;(-1.91, -1.61, -0.28)
14;44;2;(-2.60, 1.07, 0.08)
15;45;0;(1.67, -0.81, -1.37)
15;46;2;(-0.85, -1.50, 3.07)
15;47;1;(-2.88, -0.05, -3.96)
16;48;1;(0.79, 0.01, 3.20)
16;49;2;(-0.59, -1.64, -3.55)
16;50;0;(0.96, -1.02, 0.01)
17;51;1;(1.16, -0.89, 3.94)
17;52;2;(0.98, 0.83, -1.66)
17;53;0;(3.21, -1.59, 2.71)
18;54;0;(-0.95, -0.86, -1.51)
18;55;1;(1.08, 0.57, 2.42)
18;56;2;(0.07, -0.19, 1.75)
19;57;2;(-2.92, 1.09, -2.26)
19;58;0;(-2.75, -1.07, -1.75)
19;59;1;(0.01, -1.43, 1.62)
