;index;BlockID;Frame;StopWatch;PosX;PosY;PosZ;User;Conditions;CircuitID;UX
0;0;0;1;0,02342606;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
1;1;0;3;0,04753876;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
2;2;0;4;0,06070709;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
3;3;0;5;0,07270432;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
4;4;0;6;0,08612442;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
5;5;0;7;0,09811783;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
6;6;0;8;0,1114464;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
7;7;0;9;0,1224709;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
8;8;0;10;0,1354294;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
9;9;0;11;0,1457977;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
10;10;0;12;0,1573067;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
11;11;0;13;0,1700439;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
12;12;0;14;0,1828079;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
13;13;0;15;0,1946869;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
14;14;0;16;0,2058716;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
15;15;0;17;0,2178993;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
16;16;0;18;0,2308159;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
17;17;0;19;0,2409859;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
18;18;0;20;0,253109;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
19;19;0;21;0,2642136;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
20;20;0;22;0,2760391;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
21;21;0;23;0,2891617;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
22;22;0;24;0,3023224;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
23;23;0;25;0,3148346;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
24;24;0;26;0,3280678;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
25;25;0;27;0,3408432;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
26;26;0;28;0,3550415;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
27;27;0;29;0,3696938;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
28;28;0;30;0,3810692;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
29;29;0;31;0,3936501;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
30;30;0;32;0,4053078;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
31;31;0;33;0,4186058;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
32;32;0;34;0,4315071;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
33;33;0;35;0,4448357;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
34;34;0;36;0,4572372;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
35;35;0;37;0,4702568;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
36;36;0;38;0,4815903;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
37;37;0;39;0,4945221;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
38;38;0;40;0,5069008;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
39;39;0;41;0,5197029;-2,9757;0,5825;-1,388;User20;3DMouse;Circuit3;PathTracing
