;index;BlockID;Frame;StopWatch;PosX;PosY;PosZ;User;Conditions;CircuitID;UX
0;0;0;0;0,01512527;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
1;1;0;2;0,06541443;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
2;2;0;3;0,09008026;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
3;3;0;4;0,1138687;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
4;4;0;5;0,1370735;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
5;5;0;6;0,1607399;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
6;6;0;7;0,1850433;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
7;7;0;8;0,2106209;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
8;8;0;9;0,2342453;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
9;9;0;10;0,2586746;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
10;10;0;11;0,2827568;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
11;11;0;12;0,3049316;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
12;12;0;13;0,3300896;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
13;13;0;14;0,3582611;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
14;14;0;15;0,379734;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
15;15;0;16;0,402977;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
16;16;0;17;0,4299355;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
17;17;0;18;0,4533386;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
18;18;0;19;0,4779778;-2,5519;0,188;2,756;User20;3DMouse;Circuit0;PathTracing
19;19;0;20;0,5031624;-2,5519;0,1871;2,756;User20;3DMouse;Circuit0;PathTracing
20;20;0;21;0,5330048;-2,5519;0,1871;2,756;User20;3DMouse;Circuit0;PathTracing
21;21;0;22;0,5574074;-2,5519;0,1871;2,756;User20;3DMouse;Circuit0;PathTracing
22;22;0;23;0,5812645;-2,5519;0,1871;2,756;User20;3DMouse;Circuit0;PathTracing
23;23;0;24;0,608017;-2,5511;0,1871;2,756;User20;3DMouse;Circuit0;PathTracing
24;24;0;25;0,6320572;-2,5511;0,1871;2,756;User20;3DMouse;Circuit0;PathTracing
25;25;0;26;0,653698;-2,5511;0,1871;2,744;User20;3DMouse;Circuit0;PathTracing
26;26;0;27;0,6821938;-2,5511;0,1871;2,7234;User20;3DMouse;Circuit0;PathTracing
27;27;0;28;0,7089157;-2,5485;0,1871;2,6994;User20;3DMouse;Circuit0;PathTracing
28;28;0;29;0,7348404;-2,5485;0,1871;2,6669;User20;3DMouse;Circuit0;PathTracing
29;29;0;30;0,7610741;-2,5468;0,1871;2,6369;User20;3DMouse;Circuit0;PathTracing
30;30;0;31;0,7916298;-2,5331;0,1871;2,6094;User20;3DMouse;Circuit0;PathTracing
31;31;0;32;0,8174362;-2,4954;0,1871;2,5837;User20;3DMouse;Circuit0;PathTracing
32;32;0;33;0,8445625;-2,4457;0,1871;2,5649;User20;3DMouse;Circuit0;PathTracing
33;33;0;34;0,8702698;-2,3702;0,1871;2,5563;User20;3DMouse;Circuit0;PathTracing
34;34;0;35;0,898407;-2,2725;0,1871;2,5563;User20;3DMouse;Circuit0;PathTracing
35;35;0;36;0,925293;-2,1637;0,1871;2,5563;User20;3DMouse;Circuit0;PathTracing
36;36;0;37;0,9533195;-2,0351;0,1871;2,5563;User20;3DMouse;Circuit0;PathTracing
37;37;0;38;0,9789734;-1,8979;0,1871;2,5563;User20;3DMouse;Circuit0;PathTracing
38;38;0;39;1,003948;-1,7591;0,1871;2,5486;User20;3DMouse;Circuit0;PathTracing
39;39;0;40;1,032265;-1,6219;0,1871;2,5366;User20;3DMouse;Circuit0;PathTracing
40;40;0;41;1,060036;-1,4891;0,1871;2,5237;User20;3DMouse;Circuit0;PathTracing
41;41;0;42;1,085899;-1,3528;0,1871;2,5083;User20;3DMouse;Circuit0;PathTracing
42;42;0;43;1,111572;-1,2114;0,1871;2,492;User20;3DMouse;Circuit0;PathTracing
43;43;0;44;1,13726;-1,0622;0,1871;2,474;User20;3DMouse;Circuit0;PathTracing
44;44;0;45;1,165592;-0,9148;0,1871;2,4629;User20;3DMouse;Circuit0;PathTracing
45;45;0;46;1,192337;-0,7708;0,1871;2,4629;User20;3DMouse;Circuit0;PathTracing
46;46;0;47;1,218655;-0,6259;0,1871;2,462;User20;3DMouse;Circuit0;PathTracing
47;47;0;48;1,245209;-0,4828;0,1871;2,4603;User20;3DMouse;Circuit0;PathTracing
48;48;0;49;1,270737;-0,3405;0,1871;2,4603;User20;3DMouse;Circuit0;PathTracing
49;49;0;50;1,299252;-0,2017;0,1871;2,4552;User20;3DMouse;Circuit0;PathTracing
50;50;0;51;1,325146;-0,0637;0,1871;2,4457;User20;3DMouse;Circuit0;PathTracing
51;51;0;52;1,34956;0,0735;0,1871;2,4363;User20;3DMouse;Circuit0;PathTracing
52;52;0;53;1,375633;0,2175;0,1871;2,4286;User20;3DMouse;Circuit0;PathTracing
53;53;0;54;1,39967;0,3615;0,1871;2,4166;User20;3DMouse;Circuit0;PathTracing
54;54;0;55;1,425102;0,5021;0,1871;2,3926;User20;3DMouse;Circuit0;PathTracing
55;55;0;56;1,45018;0,6409;0,1871;2,3737;User20;3DMouse;Circuit0;PathTracing
56;56;0;57;1,474987;0,7746;0,1871;2,3652;User20;3DMouse;Circuit0;PathTracing
57;57;0;58;1,501408;0,9023;0,1871;2,3506;User20;3DMouse;Circuit0;PathTracing
58;58;0;59;1,529381;1,0223;0,1863;2,3274;User20;3DMouse;Circuit0;PathTracing
59;59;0;60;1,557133;1,1355;0,1794;2,3103;User20;3DMouse;Circuit0;PathTracing
60;60;0;61;1,58577;1,2435;0,1614;2,2829;User20;3DMouse;Circuit0;PathTracing
61;61;0;62;1,611164;1,3446;0,1451;2,2443;User20;3DMouse;Circuit0;PathTracing
62;62;0;63;1,636211;1,4355;0,1323;2,1843;User20;3DMouse;Circuit0;PathTracing
63;63;0;64;1,662617;1,4998;0,1014;2,1114;User20;3DMouse;Circuit0;PathTracing
64;64;0;65;1,687801;1,5495;0,0654;2,0317;User20;3DMouse;Circuit0;PathTracing
65;65;0;66;1,713272;1,5666;0,026;1,9314;User20;3DMouse;Circuit0;PathTracing
66;66;0;67;1,738235;1,5761;-0,0143;1,8217;User20;3DMouse;Circuit0;PathTracing
