BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
0;0;39;(3.62, -1.82, 4.62);(3.62, 0.84, 4.62);2,215354;89,14526
0;1;34;(1.59, 1.54, -3.40);(-1.83, 1.54, 0.98);116,3927;116,3927
0;2;7;(-1.48, -0.78, -1.73);(-1.48, -0.78, -1.73);55,61307;170,8679
0;3;16;(0.90, 0.82, -4.26);(-3.25, 0.90, -4.26);314,727;314,727
0;4;9;(-0.86, -1.08, -2.16);(1.45, -0.86, -2.16);220,7921;259,3339
0;5;21;(-1.72, 0.73, -3.54);(-1.57, 0.69, 4.09);254,2131;254,2131
0;6;26;(1.28, -0.88, -0.36);(-3.48, -0.35, -0.36);35,31995;233,3305
0;7;2;(-2.78, -1.47, -4.37);(-2.78, -1.47, -1.90);82,13409;82,1341
0;8;41;(-0.81, 0.26, 0.21);(0.01, 1.81, 0.21);22,38904;256,5852
0;9;40;(0.43, 0.03, -3.59);(0.43, 0.03, -2.19);83,879;191,1243
0;10;6;(-2.93, -0.24, 2.59);(-3.68, 1.50, -4.58);341,2661;341,2662
0;11;18;(1.74, -0.13, -4.40);(-3.69, 0.35, -4.40);95,44719;95,4472
0;12;13;(-1.43, -1.81, 4.87);(-1.43, -1.87, 1.66);69,91048;142,8319
0;13;43;(-1.05, -1.20, -0.41);(-1.05, 1.21, 3.12);171,3829;334,4142
0;14;19;(2.84, 1.21, 1.48);(-0.61, 1.21, 1.95);42,17622;42,17623
0;15;24;(-1.48, 1.89, 0.77);(-0.15, -1.48, 0.77);110,2635;198,4706
0;16;29;(0.35, -0.91, 4.88);(0.15, 0.32, -4.86);34,07896;328,6365
0;17;12;(1.45, -1.83, 3.62);(-0.27, -1.83, -2.22);102,1954;315,0555
0;18;15;(-2.60, 0.97, 2.68);(1.31, 0.97, 2.68);187,1163;187,1163
0;19;22;(-2.25, -0.98, -3.60);(-2.25, -0.98, -3.60);109,2337;204,6041
0;20;28;(-3.61, -0.11, -4.77);(-3.61, 0.77, -0.28);28,00953;229,0199
0;21;8;(0.35, 1.41, -0.27);(3.00, 1.41, -0.27);145,129;353,6679
0;22;37;(-0.71, -0.99, 2.12);(-0.71, -0.99, 2.12);227,8495;311,8595
