BlockID;TrialID;Config;PositionTarget;PositionFinal;RotationTarget;RotationFinal
0;0;0;(2.63, 1.46, -4.73);(-2.15, 1.46, -4.73);321,8436;321,8436
0;1;1;(2.37, 1.22, -3.70);(2.37, -1.89, -3.70);273,9144;273,9145
0;2;2;(2.61, 1.13, 2.03);(2.61, 1.13, 4.83);114,1958;114,1958
0;3;3;(-1.04, 0.24, 3.05);(2.64, -1.54, 3.05);261,2927;261,2928
0;4;4;(-0.61, 0.48, 2.62);(-0.92, 0.48, -3.71);296,9473;296,9473
0;5;5;(0.93, -0.90, 0.49);(0.93, 0.53, -4.27);166,5722;166,5722
0;6;6;(-3.69, 1.15, -3.86);(3.63, -0.02, -4.86);240,6039;240,6039
0;7;7;(1.87, -1.69, -3.45);(1.87, -1.69, -3.45);8,843156;211,752
0;8;8;(-1.72, -0.10, -0.98);(3.19, -0.10, -0.98);26,45788;97,23227
0;9;9;(-1.49, 1.80, 1.78);(-1.49, -1.01, 1.78);63,55893;84,51589
0;10;10;(2.45, 1.76, -1.19);(2.45, 1.76, 3.02);67,84445;250,003
0;11;11;(-1.11, -0.96, -0.62);(2.77, 0.31, -0.62);27,12269;73,68472
0;12;12;(0.41, 0.54, -3.50);(3.27, 0.54, -2.20);279,8598;306,5074
0;13;13;(1.45, 0.43, 0.53);(1.45, 1.56, 3.82);43,07119;58,1252
0;14;14;(0.50, -1.72, 1.19);(-0.98, 1.74, -0.46);167,6039;287,1592
0;15;15;(-3.56, -1.68, 0.51);(3.20, -1.68, 0.51);188,231;188,231
