BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;5;3,1154;-0,9384;0,3563;0,9564;-0,9384;1,3570;-1,9939;257,8534;257,8534
0;1;1;3,1956;-0,2572;-0,7337;2,1120;2,9027;-0,2572;2,1120;2,665965;2,665965
0;2;3;4,7731;-2,3152;-0,0442;-2,0558;2,3008;1,1703;-2,0558;46,01698;46,01698
0;3;2;3,2713;0,7086;0,9436;-2,9256;0,7086;0,9436;0,3458;49,73997;49,73997
0;4;0;1,2660;-0,6090;1,2110;1,0123;-1,8750;1,2110;1,0123;329,0841;329,0841
0;5;6;4,8588;-1,6405;0,1318;3,1064;-0,1379;0,5824;-1,4922;238,0884;238,0884
0;6;4;6,3885;-2,8406;0,9972;0,6771;2,6885;0,9972;-2,5231;259,63;259,63
1;7;2;0,0665;-0,2881;-0,0950;2,3311;-0,2881;-0,0950;2,2645;346,5299;346,53
1;8;3;4,8547;1,9570;1,1337;-2,6989;-2,2531;-1,2836;-2,6989;104,7226;104,7226
1;9;5;5,2434;1,2979;-1,3102;3,4662;1,2979;-1,0160;-1,7690;204,5319;204,5319
1;10;0;3,2135;0,5553;0,1086;-0,6928;-2,6582;0,1086;-0,6928;71,98268;71,98269
1;11;6;3,0556;0,7353;-0,7897;-0,5761;2,5719;0,1432;1,6807;70,45845;70,45846
1;12;4;3,4371;-0,8050;0,8789;1,4238;-2,3061;0,8789;-1,6682;118,1805;118,1805
1;13;1;2,1539;-1,1451;-1,0494;-1,2161;1,0020;-1,2208;-1,2161;81,45276;81,45277
2;14;5;4,7950;2,6067;0,7346;-2,0712;2,6067;0,5895;2,7216;35,24007;35,24008
2;15;3;0,3955;0,0539;0,0352;-1,0847;0,2798;0,3599;-1,0847;347,9879;347,988
2;16;1;2,3515;1,0833;1,2182;-2,7606;-1,2644;1,3511;-2,7606;301,9745;301,9745
2;17;0;4,7788;2,5824;-0,9214;-1,6368;-2,1964;-0,9214;-1,6368;118,3344;118,3344
2;18;6;3,0773;2,4656;-0,4936;0,1345;0,2776;1,2028;1,4779;305,9781;305,9781
2;19;4;5,7807;1,3465;1,3282;-2,9142;1,7759;1,3282;2,8506;251,7396;251,7396
2;20;2;3,2420;-0,7734;1,0998;2,1773;-0,7734;1,0998;-1,0647;29,68314;29,68314
