BlockID;TrialID;Config;Position
0;0;0;(-1.88, 1.71, -3.11)
0;1;1;(3.14, -0.46, 1.41)
0;2;2;(-0.97, 0.09, 0.85)
1;3;2;(-0.26, -0.76, 3.29)
1;4;0;(-2.96, -0.96, -1.10)
1;5;1;(1.80, 0.09, 2.08)
2;6;2;(2.14, -0.19, 1.67)
2;7;0;(-1.08, 1.69, 2.97)
2;8;1;(-2.05, -0.27, -2.59)
3;9;0;(3.03, 1.56, -2.94)
3;10;1;(-2.70, 0.28, -0.21)
3;11;2;(0.81, 1.48, -0.96)
4;12;2;(0.10, 1.25, -2.93)
4;13;1;(1.49, 0.24, 1.62)
4;14;0;(-0.75, 0.11, 2.06)
5;15;1;(3.35, -0.91, -0.20)
5;16;2;(-0.23, 0.17, -1.21)
5;17;0;(1.40, -1.49, -3.58)
6;18;2;(-1.50, 0.32, 1.28)
6;19;0;(1.21, 0.01, 2.11)
6;20;1;(-2.47, 1.12, -2.43)
7;21;2;(-0.72, 0.86, -3.81)
7;22;0;(0.06, 0.14, -1.29)
7;23;1;(-0.65, -0.69, 3.66)
8;24;1;(1.72, 0.77, -2.03)
8;25;2;(-0.69, 0.92, 2.11)
8;26;0;(-1.71, -1.74, -2.80)
9;27;0;(1.57, 0.34, -3.41)
9;28;1;(-2.57, 0.85, -1.16)
9;29;2;(1.04, 0.37, -0.31)
10;30;2;(-0.50, 0.22, -2.33)
10;31;1;(-1.56, 0.09, 2.01)
10;32;0;(3.42, -0.39, 1.67)
11;33;0;(2.94, 0.38, -3.07)
11;34;1;(-0.88, -0.53, 0.01)
11;35;2;(-1.73, -1.16, 1.76)
12;36;2;(2.13, -0.47, 0.09)
12;37;0;(-2.90, 0.84, -1.49)
12;38;1;(2.11, 0.22, -1.51)
13;39;2;(1.58, 0.28, -4.00)
13;40;0;(-2.16, -1.33, 1.91)
13;41;1;(-0.62, -1.02, -3.70)
14;42;1;(3.20, 1.41, -0.59)
14;43;0;(-1.66, -1.13, -3.92)
14;44;2;(2.63, -0.31, 2.28)
15;45;1;(-2.06, -0.62, 3.99)
15;46;0;(2.88, -1.12, -2.03)
15;47;2;(2.34, -1.66, 3.00)
16;48;0;(-1.76, -0.93, -3.79)
16;49;2;(1.24, -0.69, 2.68)
16;50;1;(-2.79, -0.82, -2.13)
17;51;0;(1.13, 0.52, -3.40)
17;52;2;(2.39, -0.87, -2.10)
17;53;1;(-2.59, 0.83, 1.32)
18;54;2;(-0.47, -0.27, 0.50)
18;55;0;(2.13, 1.64, 0.89)
18;56;1;(-2.57, 1.54, 1.78)
19;57;1;(2.52, 0.07, 1.75)
19;58;2;(-2.41, -0.50, 0.51)
19;59;0;(3.46, -1.40, -2.83)
