BlockID;TrialID;Config;Position
0;0;2;(2.89, 0.25, 1.81)
0;1;1;(0.89, 1.38, -3.71)
0;2;0;(2.95, -0.66, 2.57)
1;3;1;(-1.13, 1.06, 1.99)
1;4;0;(1.17, -0.97, 1.24)
1;5;2;(-0.81, 1.70, -2.70)
2;6;1;(0.61, -0.61, 0.56)
2;7;2;(-1.33, -1.03, 0.83)
2;8;0;(-3.10, 0.20, 3.58)
3;9;2;(-1.98, -1.41, -0.16)
3;10;1;(2.53, -1.31, 2.22)
3;11;0;(-0.67, -1.29, -2.68)
4;12;0;(1.63, -1.64, 2.92)
4;13;2;(-2.38, 1.13, 3.24)
4;14;1;(3.40, 0.14, -1.72)
5;15;1;(2.51, -1.28, 3.15)
5;16;2;(1.45, -1.38, 1.51)
5;17;0;(-0.92, 1.01, -3.39)
6;18;2;(-1.29, -1.12, -0.41)
6;19;1;(0.35, -0.17, 3.29)
6;20;0;(-2.54, -1.58, 3.16)
7;21;1;(1.84, -1.60, 1.30)
7;22;0;(-0.75, 0.22, -2.64)
7;23;2;(3.48, -1.65, 3.18)
8;24;2;(-2.27, -1.16, -2.63)
8;25;0;(2.63, -0.33, 0.45)
8;26;1;(-1.53, 0.81, 1.59)
9;27;0;(1.53, -0.97, -2.15)
9;28;2;(-1.25, 0.48, -2.33)
9;29;1;(-0.53, -1.74, 1.25)
10;30;2;(1.65, -1.52, -3.17)
10;31;0;(-1.40, 0.31, 2.55)
10;32;1;(1.69, -0.48, -0.53)
11;33;2;(1.58, 1.71, 3.36)
11;34;1;(-2.89, 0.54, -3.00)
11;35;0;(3.31, -0.36, 2.65)
12;36;1;(-3.41, -1.62, 2.43)
12;37;2;(3.20, -1.09, -3.78)
12;38;0;(-0.86, 0.07, -2.67)
13;39;1;(3.34, -0.92, 3.55)
13;40;2;(-1.43, 0.16, 1.26)
13;41;0;(3.24, -1.32, 0.29)
14;42;1;(-2.10, 1.36, 1.92)
14;43;0;(0.08, -1.73, 2.34)
14;44;2;(2.08, -0.12, -0.45)
15;45;2;(-1.57, 1.61, -1.86)
15;46;0;(1.71, 1.40, -3.92)
15;47;1;(1.52, 0.34, 0.81)
16;48;1;(-3.34, -1.73, -3.34)
16;49;2;(2.09, 1.55, -2.22)
16;50;0;(0.83, -0.69, -2.72)
17;51;0;(-2.27, 0.50, 3.86)
17;52;2;(2.21, -1.51, 2.07)
17;53;1;(-0.36, 1.23, -2.50)
18;54;2;(-2.63, -0.76, -1.42)
18;55;1;(3.09, -0.69, -1.65)
18;56;0;(-1.27, 0.54, 2.38)
19;57;2;(-0.16, -0.26, 3.76)
19;58;0;(-0.06, -1.54, -1.70)
19;59;1;(2.39, -1.37, 3.53)
