BlockID;TrialID;Config;StopWatch
0;0;2;1.641297
0;1;1;1.015171
0;2;0;1.403249
1;3;1;0.9102516
1;4;0;1.003222
1;5;2;0.9460545
2;6;1;1.000874
2;7;2;7.09907
2;8;0;1.005594
3;9;2;1.459017
3;10;1;0.9507809
3;11;0;1.332539
4;12;0;1.025555
4;13;2;1.065762
4;14;1;0.9359627
5;15;1;1.02544
5;16;2;1.000286
5;17;0;1.057499
6;18;2;0.9442978
6;19;1;0.8003654
6;20;0;0.9469872
7;21;1;0.7655602
7;22;0;0.7259598
7;23;2;0.704895
8;24;2;0.8078232
8;25;0;0.6581039
8;26;1;0.7720718
9;27;0;0.6624832
9;28;2;0.7639389
9;29;1;1.673828
10;30;2;1.674095
10;31;0;0.9190254
10;32;1;0.6932144
11;33;2;0.6711884
11;34;1;0.7030373
11;35;0;0.7300377
12;36;1;0.6912651
12;37;2;0.8215256
12;38;0;0.7868004
13;39;1;0.9224319
13;40;2;0.7462692
13;41;0;0.8034286
14;42;1;0.7916145
14;43;0;0.7308044
14;44;2;0.8892784
15;45;2;0.8739433
15;46;0;0.8543129
15;47;1;0.7751808
16;48;1;2.180824
16;49;2;0.8019409
16;50;0;0.9510498
17;51;0;0.940361
17;52;2;2.967514
17;53;1;0.8199005
18;54;2;0.979332
18;55;1;0.9256821
18;56;0;0.9620361
19;57;2;0.835495
19;58;0;0.9850006
19;59;1;0.826889
