BlockID;TrialID;Config;Position
0;0;1;(3.39, 1.07, -0.70)
0;1;0;(-2.48, 0.55, -1.64)
0;2;2;(0.45, -0.51, 1.90)
1;3;1;(-3.01, -1.36, -2.11)
1;4;0;(-1.32, 1.25, -0.67)
1;5;2;(-2.02, -0.93, 3.65)
2;6;1;(-2.33, -1.07, -0.65)
2;7;0;(-3.25, -0.18, 3.04)
2;8;2;(2.83, -1.09, 0.30)
3;9;0;(-2.67, -0.07, 1.96)
3;10;2;(-1.28, 1.45, 3.26)
3;11;1;(0.30, -0.46, -1.77)
4;12;2;(-0.44, 0.94, 3.95)
4;13;0;(-0.32, -1.47, 2.31)
4;14;1;(-3.46, 1.14, 2.93)
5;15;1;(-2.48, 0.74, -4.00)
5;16;2;(-2.48, 1.14, 2.63)
5;17;0;(-2.89, -0.44, -3.20)
6;18;2;(-1.97, -1.54, 1.26)
6;19;0;(1.06, 0.40, -3.30)
6;20;1;(1.71, 0.31, -0.06)
7;21;1;(-1.45, -0.85, -2.06)
7;22;0;(2.97, 1.39, -1.89)
7;23;2;(3.04, -0.05, -1.70)
8;24;2;(2.18, -0.60, 3.42)
8;25;0;(-1.13, 0.29, 3.58)
8;26;1;(3.35, 1.67, -1.69)
9;27;1;(-2.89, 1.01, -1.68)
9;28;0;(-2.52, 0.64, 1.51)
9;29;2;(-3.21, 0.35, -1.94)
10;30;0;(-2.55, 1.44, 1.18)
10;31;1;(-0.26, 0.00, -2.40)
10;32;2;(0.86, 1.43, 3.25)
11;33;1;(3.22, -1.01, -2.50)
11;34;2;(-1.10, -0.91, -0.05)
11;35;0;(2.41, -1.65, 2.63)
12;36;2;(1.29, -0.52, -1.56)
12;37;0;(2.63, 0.12, 3.05)
12;38;1;(-3.19, 0.09, 3.13)
13;39;2;(2.34, 1.05, 1.49)
13;40;1;(-1.56, -0.82, -1.13)
13;41;0;(-1.33, 0.99, -2.50)
14;42;2;(2.09, 0.71, 0.09)
14;43;1;(-0.98, -0.51, 3.62)
14;44;0;(-2.29, -0.97, 3.42)
15;45;2;(2.98, 0.42, 2.82)
15;46;1;(0.71, -0.25, -1.30)
15;47;0;(2.55, 0.39, -0.05)
16;48;2;(2.89, -0.78, 1.68)
16;49;0;(-2.48, -1.49, -0.08)
16;50;1;(1.41, 1.54, 0.50)
17;51;2;(-1.91, -0.03, -3.68)
17;52;1;(-1.32, -0.59, 1.53)
17;53;0;(0.89, -1.33, -1.23)
18;54;1;(-3.39, 0.32, -2.03)
18;55;2;(2.86, -1.70, 1.18)
18;56;0;(0.06, -1.71, -3.35)
19;57;0;(-2.48, 1.27, -2.71)
19;58;1;(-0.91, 1.48, 2.41)
19;59;2;(0.27, 1.46, 0.18)
