BlockID;TrialID;Config;Position
0;0;2;(1.48, 1.72, -1.95)
0;1;1;(2.24, -0.70, 2.41)
0;2;0;(-0.33, -0.86, 3.84)
1;3;2;(2.72, 1.25, 0.80)
1;4;1;(-0.84, -1.62, -1.93)
1;5;0;(-3.30, 0.84, 3.96)
2;6;1;(2.30, 0.78, -3.82)
2;7;0;(2.86, 0.58, 0.86)
2;8;2;(1.95, -1.08, 2.26)
3;9;1;(0.46, -1.68, -1.44)
3;10;0;(-1.64, -0.38, 1.53)
3;11;2;(-0.18, -0.79, 0.08)
4;12;1;(2.66, 0.31, -2.47)
4;13;0;(0.38, 1.49, -1.26)
4;14;2;(-2.83, -0.49, -2.56)
5;15;0;(1.65, 0.84, -1.07)
5;16;1;(-3.34, -0.81, 1.52)
5;17;2;(3.40, 1.38, 3.00)
6;18;2;(0.82, -1.63, -1.34)
6;19;1;(-2.83, 1.47, -2.74)
6;20;0;(-0.95, -0.61, 2.18)
7;21;1;(3.40, -0.69, -3.07)
7;22;0;(-2.09, -0.03, -0.04)
7;23;2;(-2.91, 1.29, -1.75)
8;24;1;(2.31, -1.64, 2.58)
8;25;0;(1.35, -1.64, -0.50)
8;26;2;(-2.62, -1.65, 3.19)
9;27;1;(0.76, -0.98, -1.80)
9;28;0;(-1.58, 1.23, 0.30)
9;29;2;(2.65, -0.34, -1.23)
10;30;0;(-1.27, -0.73, 3.18)
10;31;1;(-2.03, -0.01, -0.46)
10;32;2;(2.23, -0.47, 3.56)
11;33;0;(-2.55, -1.48, -1.95)
11;34;2;(-1.75, -1.12, 0.08)
11;35;1;(1.57, -0.58, 2.32)
12;36;1;(1.04, 1.67, -3.35)
12;37;0;(2.77, -1.49, 2.85)
12;38;2;(1.84, -0.55, -2.51)
13;39;1;(-1.75, -1.49, 1.00)
13;40;2;(1.20, 0.28, 1.54)
13;41;0;(-1.69, -1.59, 3.41)
14;42;1;(3.36, 0.84, 1.55)
14;43;2;(-3.32, -0.82, 0.18)
14;44;0;(-3.09, -0.56, -3.45)
15;45;1;(0.93, -0.34, -2.10)
15;46;0;(-2.16, 0.87, 2.77)
15;47;2;(2.38, -0.02, -3.30)
16;48;0;(-3.39, 0.13, -2.22)
16;49;1;(3.17, 0.03, -3.88)
16;50;2;(-3.06, 0.47, 2.74)
17;51;2;(1.17, 1.51, -2.51)
17;52;1;(3.23, -1.06, 2.22)
17;53;0;(-0.82, 1.52, 0.36)
18;54;1;(1.04, -1.64, -1.87)
18;55;2;(0.42, -1.58, 1.79)
18;56;0;(3.42, 1.23, 1.51)
19;57;0;(-1.54, 0.10, -0.37)
19;58;2;(2.67, 1.01, -1.64)
19;59;1;(-2.45, 0.87, -2.76)
