BlockID;TrialID;Config;Position
0;0;1;(0.94, 0.65, 3.57)
0;1;2;(-0.42, -1.39, -3.16)
0;2;0;(2.12, 0.62, 3.30)
1;3;0;(-1.53, -1.03, -2.55)
1;4;2;(-2.33, 1.56, 1.56)
1;5;1;(3.11, 0.44, 3.93)
2;6;0;(-2.63, -0.77, 0.24)
2;7;2;(-0.79, -0.66, 1.52)
2;8;1;(2.95, 0.72, -2.01)
3;9;1;(-3.45, 1.11, 2.79)
3;10;0;(0.23, -1.03, -3.27)
3;11;2;(-0.27, -0.75, 0.05)
4;12;2;(0.87, -1.26, -1.59)
4;13;0;(2.44, -0.49, 2.59)
4;14;1;(-0.94, -1.56, 0.44)
5;15;0;(-2.67, -0.20, -3.55)
5;16;1;(-0.93, -0.28, 2.78)
5;17;2;(-2.96, -0.46, 0.90)
6;18;0;(3.42, 1.20, 3.02)
6;19;1;(3.24, -1.18, -0.68)
6;20;2;(-0.48, -1.21, 3.39)
7;21;1;(2.82, 1.47, 3.03)
7;22;2;(-0.52, -1.25, -0.28)
7;23;0;(2.08, -1.30, 2.34)
8;24;2;(-2.33, 0.69, -1.04)
8;25;0;(0.13, -1.43, 0.06)
8;26;1;(3.49, -1.13, -3.49)
9;27;1;(-0.89, -1.33, -3.40)
9;28;0;(2.67, -1.03, -2.97)
9;29;2;(-1.94, -1.10, 1.25)
10;30;1;(2.20, 1.29, 1.47)
10;31;0;(-1.57, -0.46, -2.08)
10;32;2;(1.91, -1.29, 3.35)
11;33;2;(2.39, 1.73, -2.47)
11;34;1;(-1.88, -0.42, -1.49)
11;35;0;(-3.22, -1.26, -0.98)
12;36;1;(0.65, -1.68, -1.61)
12;37;2;(-2.18, 1.12, 2.38)
12;38;0;(2.80, -0.11, -1.08)
13;39;2;(-2.65, 0.98, 2.83)
13;40;1;(1.75, -0.82, 2.21)
13;41;0;(-3.32, -1.26, -1.83)
14;42;2;(2.64, -1.24, 2.81)
14;43;1;(1.89, -0.98, -2.82)
14;44;0;(-1.68, -0.31, -1.11)
15;45;1;(1.32, -1.30, 1.79)
15;46;2;(-2.02, 0.50, -0.07)
15;47;0;(2.04, 1.67, -3.17)
16;48;0;(0.39, 0.43, 2.69)
16;49;2;(-1.55, -1.64, -0.86)
16;50;1;(-2.40, 0.88, 3.50)
17;51;2;(1.27, 0.61, 1.78)
17;52;1;(-3.22, -1.43, 2.48)
17;53;0;(-2.20, 0.81, 2.07)
18;54;0;(3.38, -0.11, -2.98)
18;55;2;(1.90, -0.52, 1.20)
18;56;1;(-3.10, 1.16, -0.44)
19;57;0;(-0.23, -0.80, -0.10)
19;58;2;(-1.38, -0.98, -0.08)
19;59;1;(3.04, -1.61, -2.49)
