BlockID;TrialID;Config;Position
0;0;0;(-1.13, 1.10, -3.37)
0;1;1;(2.53, -1.16, 0.80)
0;2;2;(-0.59, -1.63, -2.57)
1;3;1;(0.37, 0.05, 0.29)
1;4;2;(0.44, 1.57, -3.71)
1;5;0;(-0.74, 1.17, 1.28)
2;6;1;(2.84, -1.45, 3.57)
2;7;2;(3.14, 0.26, 3.32)
2;8;0;(3.11, 1.02, -2.23)
3;9;0;(0.55, 1.57, -0.93)
3;10;1;(-2.86, -0.49, 0.27)
3;11;2;(-0.65, 1.36, 3.27)
4;12;1;(-0.18, -1.32, 0.01)
4;13;0;(-0.10, 1.31, -1.58)
4;14;2;(-3.15, 0.39, 3.87)
5;15;2;(-3.21, -0.99, -1.78)
5;16;1;(-0.42, 1.08, 0.15)
5;17;0;(-2.85, -0.36, 0.85)
6;18;1;(0.98, -0.65, 0.38)
6;19;2;(-1.78, 0.29, 3.71)
6;20;0;(-0.31, 0.06, -3.61)
7;21;1;(3.49, -0.22, 0.15)
7;22;0;(-1.96, -1.65, 2.03)
7;23;2;(-2.16, 1.26, 2.42)
8;24;0;(3.23, -1.04, 3.19)
8;25;2;(-2.12, -0.40, 3.48)
8;26;1;(-2.00, -1.51, -3.42)
9;27;2;(0.89, 1.00, 0.09)
9;28;1;(3.11, -0.27, 3.89)
9;29;0;(-1.06, 1.16, 2.93)
10;30;1;(0.04, -1.70, -1.70)
10;31;0;(3.35, 0.45, -1.64)
10;32;2;(2.72, -0.74, -2.98)
11;33;2;(2.08, 0.53, 1.80)
11;34;0;(-2.67, -0.91, 1.78)
11;35;1;(1.01, 1.47, 3.58)
12;36;0;(3.48, 1.52, 1.28)
12;37;2;(-2.70, 0.91, 2.27)
12;38;1;(1.70, 0.62, -3.43)
13;39;0;(-1.38, 1.11, -1.95)
13;40;2;(-1.47, -0.01, 0.94)
13;41;1;(-1.72, 1.36, -3.88)
14;42;2;(0.96, -0.32, 1.02)
14;43;0;(-3.24, 0.67, 1.55)
14;44;1;(-3.26, -1.42, -3.78)
15;45;2;(0.64, 0.29, -3.07)
15;46;0;(-1.91, 0.55, 1.13)
15;47;1;(2.04, -0.01, 3.61)
16;48;0;(-3.44, -1.21, -1.31)
16;49;1;(1.59, 0.90, -4.00)
16;50;2;(-3.03, -1.09, 0.69)
17;51;2;(-3.44, 1.72, -3.39)
17;52;0;(-3.03, -0.37, -0.47)
17;53;1;(1.65, 0.66, -2.49)
18;54;2;(-2.59, 0.06, 3.16)
18;55;1;(0.87, 0.65, -1.16)
18;56;0;(-0.20, 1.22, 0.18)
19;57;0;(-1.42, -0.73, -1.30)
19;58;1;(2.50, 0.14, 0.82)
19;59;2;(-2.53, -0.92, 0.45)
