BlockID;TrialID;Config;Position
0;0;0;(2.39, 0.04, -1.12)
0;1;1;(-3.10, -1.11, 2.54)
0;2;2;(-3.42, -0.75, 0.30)
1;3;2;(-2.99, -0.66, 2.15)
1;4;0;(0.10, 1.74, -1.91)
1;5;1;(-3.46, -0.91, -3.25)
2;6;0;(-3.26, 0.85, -0.18)
2;7;1;(2.72, 1.23, -3.08)
2;8;2;(-0.28, -1.18, -0.55)
3;9;0;(-1.26, 0.22, -3.41)
3;10;2;(2.00, 0.99, 3.30)
3;11;1;(-2.93, -0.86, -0.58)
4;12;1;(0.91, -0.53, 3.79)
4;13;0;(-2.52, -1.17, -3.49)
4;14;2;(0.71, 1.41, 0.13)
5;15;0;(-1.85, 1.62, -0.38)
5;16;2;(-1.51, 0.28, -3.01)
5;17;1;(-2.23, 1.36, 2.67)
6;18;0;(1.54, 0.67, -3.47)
6;19;2;(-0.03, 1.65, -1.51)
6;20;1;(3.47, 0.97, 2.96)
7;21;1;(-1.66, -0.38, 0.35)
7;22;0;(0.94, -1.42, 3.84)
7;23;2;(-0.45, 0.29, -0.32)
8;24;2;(1.56, -1.51, -3.62)
8;25;0;(2.95, -0.68, 1.41)
8;26;1;(-1.76, -0.21, 1.18)
9;27;2;(-0.06, 1.12, -3.39)
9;28;0;(-3.00, 0.45, -1.21)
9;29;1;(1.99, -0.95, 0.34)
10;30;1;(-3.00, -0.15, -0.03)
10;31;2;(1.21, 1.56, 3.18)
10;32;0;(-0.34, 0.30, -2.66)
11;33;0;(3.28, 0.13, -1.53)
11;34;1;(3.35, 1.34, 3.31)
11;35;2;(-2.61, 0.61, -2.35)
12;36;1;(-1.64, 1.27, 3.19)
12;37;0;(-3.35, -0.10, 0.28)
12;38;2;(-1.57, -1.43, 3.75)
13;39;0;(-0.16, -1.23, 0.17)
13;40;1;(-2.48, -0.43, -3.04)
13;41;2;(2.12, 1.62, 0.70)
14;42;1;(-2.05, 1.13, 1.55)
14;43;0;(2.15, -0.53, 1.53)
14;44;2;(1.59, -0.59, -1.95)
15;45;0;(3.26, 1.46, 3.72)
15;46;1;(1.76, 0.55, -0.94)
15;47;2;(1.05, -0.91, -3.67)
16;48;0;(2.25, 0.18, -0.09)
16;49;1;(1.57, -0.71, 3.92)
16;50;2;(1.52, 1.41, -3.78)
17;51;2;(-0.26, 1.29, -1.03)
17;52;1;(2.38, -1.26, -2.98)
17;53;0;(0.58, 1.48, 3.66)
18;54;0;(-1.99, 0.19, -2.86)
18;55;1;(2.62, 0.30, -3.18)
18;56;2;(-2.95, 0.51, 0.93)
19;57;1;(3.38, 1.42, 2.92)
19;58;2;(1.87, -1.47, 0.49)
19;59;0;(-1.99, -0.60, 1.59)
