BlockID;TrialID;Config;Position
0;0;1;(2.08, -0.91, 3.87)
0;1;2;(3.08, -0.07, -2.07)
0;2;0;(-0.55, 0.42, -0.79)
1;3;2;(2.99, 0.19, -0.81)
1;4;1;(1.07, 1.03, 3.35)
1;5;0;(-1.20, -1.51, -0.18)
2;6;1;(3.49, -0.76, 3.22)
2;7;2;(-3.05, -0.05, -2.53)
2;8;0;(-0.87, -1.28, 3.00)
3;9;0;(-2.02, -1.04, -1.80)
3;10;1;(1.91, -0.30, -3.34)
3;11;2;(3.46, -1.22, 2.78)
4;12;1;(-1.34, -1.34, 2.43)
4;13;2;(2.25, -0.95, 0.84)
4;14;0;(-2.39, -0.94, 3.42)
5;15;2;(0.01, 0.90, 3.05)
5;16;1;(-3.23, 0.04, -2.11)
5;17;0;(2.29, -0.10, 2.37)
6;18;2;(1.88, -1.28, 2.65)
6;19;1;(-2.75, 1.30, -3.26)
6;20;0;(1.95, 0.66, -2.79)
7;21;0;(-0.67, 0.53, -0.10)
7;22;2;(2.85, -1.01, 0.32)
7;23;1;(-2.85, 1.74, 3.46)
8;24;1;(-1.48, 1.19, -3.70)
8;25;0;(1.26, 1.67, 1.39)
8;26;2;(-1.87, 1.11, -0.18)
9;27;2;(0.15, -0.17, 2.33)
9;28;1;(2.61, -0.15, -3.16)
9;29;0;(-2.05, -0.54, -1.08)
10;30;2;(3.50, -1.51, 1.34)
10;31;1;(2.01, -0.95, -3.41)
10;32;0;(-3.15, 1.63, 2.83)
11;33;2;(1.96, -0.35, 0.69)
11;34;1;(0.16, -1.33, -2.80)
11;35;0;(3.47, -0.09, -2.85)
12;36;1;(0.52, -1.01, 1.37)
12;37;2;(2.56, -1.49, -3.51)
12;38;0;(2.35, 1.43, -0.30)
13;39;1;(-2.73, 0.52, -3.62)
13;40;0;(-1.15, 0.83, -0.13)
13;41;2;(3.30, -0.16, -0.82)
14;42;0;(-0.99, 0.09, 2.67)
14;43;2;(0.16, -1.34, -0.49)
14;44;1;(-2.92, 0.02, -3.31)
15;45;1;(2.81, -1.00, -0.75)
15;46;2;(-0.77, -0.65, -1.22)
15;47;0;(3.13, -1.39, 3.18)
16;48;1;(-1.33, -0.56, -0.71)
16;49;2;(-0.90, -1.57, 0.18)
16;50;0;(1.99, 1.67, -1.85)
17;51;0;(-1.69, -1.55, 3.27)
17;52;1;(2.61, 0.29, 3.46)
17;53;2;(1.18, 1.21, -1.68)
18;54;0;(-0.88, -1.72, 2.00)
18;55;2;(-2.30, -0.27, 3.41)
18;56;1;(2.59, -0.87, -2.44)
19;57;2;(-0.36, -0.80, -2.08)
19;58;0;(-2.69, -0.02, 2.56)
19;59;1;(-2.23, -1.26, -3.93)
