BlockID;TrialID;Config;Position
0;0;1;(1.84, -1.28, -2.75)
0;1;2;(-0.68, -1.06, 2.23)
0;2;0;(3.31, -1.22, -1.36)
1;3;0;(1.13, -0.02, 0.74)
1;4;1;(-3.33, 0.87, -0.23)
1;5;2;(-0.76, 0.56, 3.09)
2;6;0;(2.21, -1.18, 0.91)
2;7;1;(-0.58, 0.68, -3.52)
2;8;2;(-2.35, 0.16, -0.06)
3;9;1;(2.01, -1.73, -1.14)
3;10;0;(1.50, 1.46, 0.71)
3;11;2;(3.05, 1.49, 3.69)
4;12;2;(-0.74, 0.55, 2.77)
4;13;0;(-1.13, 0.45, -0.09)
4;14;1;(3.16, 1.03, 3.98)
5;15;2;(-0.79, 0.19, 0.10)
5;16;0;(2.08, 1.75, -0.81)
5;17;1;(-2.52, 0.85, 3.72)
6;18;1;(-2.72, -0.34, -3.74)
6;19;2;(-2.05, 0.33, 1.86)
6;20;0;(2.40, 0.42, -1.95)
7;21;1;(-2.00, -1.66, -1.85)
7;22;0;(0.89, -0.64, 2.79)
7;23;2;(0.98, -0.35, 1.24)
8;24;2;(1.40, 1.17, 1.54)
8;25;1;(-1.62, -0.82, -1.68)
8;26;0;(-1.09, 0.89, 0.29)
9;27;1;(3.05, -1.33, -2.74)
9;28;0;(2.13, -1.62, 1.84)
9;29;2;(-1.38, -1.46, -2.52)
10;30;0;(-0.67, 1.16, -2.53)
10;31;2;(3.34, -1.22, -0.58)
10;32;1;(-1.58, -0.17, 0.63)
11;33;0;(-2.98, -1.57, -3.95)
11;34;2;(2.36, 1.55, 3.80)
11;35;1;(1.25, 1.57, -3.45)
12;36;2;(0.51, -0.25, 2.29)
12;37;1;(-3.33, -1.08, -3.01)
12;38;0;(1.50, -0.64, -3.54)
13;39;0;(-1.64, -1.66, 3.65)
13;40;2;(1.03, -1.75, 0.70)
13;41;1;(-3.08, 0.71, 2.88)
14;42;2;(0.38, -1.47, 1.40)
14;43;0;(-3.12, -0.18, 3.64)
14;44;1;(2.06, 1.75, -0.07)
15;45;0;(0.84, 0.26, -1.23)
15;46;1;(-2.87, 1.64, -3.79)
15;47;2;(0.33, 0.07, 3.03)
16;48;2;(3.08, 0.16, 3.30)
16;49;1;(1.55, -0.46, -3.23)
16;50;0;(-1.50, 1.64, -1.81)
17;51;0;(-3.14, 1.62, 3.98)
17;52;1;(1.46, 0.86, -1.33)
17;53;2;(-1.36, -1.66, 0.95)
18;54;2;(-2.95, 1.61, 1.68)
18;55;1;(-1.58, -1.68, -0.84)
18;56;0;(1.00, 1.21, -0.03)
19;57;2;(1.95, -0.70, -3.21)
19;58;0;(-1.50, -0.37, -1.07)
19;59;1;(1.16, -0.74, 3.37)
