BlockID;TrialID;Config;Position
0;0;1;(1.85, -1.56, -3.61)
0;1;2;(0.17, 1.21, 3.81)
0;2;0;(-2.11, -1.64, 0.12)
1;3;1;(1.56, 0.66, -1.65)
1;4;2;(-0.24, 1.28, 0.69)
1;5;0;(-3.13, 1.00, 2.45)
2;6;0;(-0.85, 0.97, -3.43)
2;7;2;(2.42, -0.54, -2.40)
2;8;1;(-2.39, 0.36, 3.81)
3;9;2;(0.34, -1.27, -1.41)
3;10;1;(-2.64, 0.91, -0.29)
3;11;0;(0.53, -0.64, -1.91)
4;12;0;(2.88, -0.01, -3.82)
4;13;1;(-0.46, 1.03, -3.38)
4;14;2;(-2.10, 1.44, -1.69)
5;15;2;(-2.03, -0.25, -2.90)
5;16;0;(0.61, -0.99, 1.41)
5;17;1;(1.81, 0.63, -3.39)
6;18;2;(0.63, -1.22, -0.30)
6;19;0;(1.38, 0.62, -3.60)
6;20;1;(-2.05, -1.11, 3.13)
7;21;1;(3.10, -1.15, 1.13)
7;22;0;(2.62, -1.31, -3.11)
7;23;2;(-1.90, -1.42, 0.18)
8;24;0;(2.82, 1.02, 2.16)
8;25;1;(-0.86, -0.99, 1.92)
8;26;2;(-3.07, 0.43, 3.01)
9;27;2;(3.45, 1.12, 1.30)
9;28;1;(0.54, -0.73, -1.22)
9;29;0;(-0.20, -1.11, 3.15)
10;30;2;(-2.61, -0.59, 0.29)
10;31;0;(2.81, 1.63, -3.26)
10;32;1;(-3.33, -0.57, 1.91)
11;33;1;(-0.19, -0.35, -1.44)
11;34;2;(-0.58, 1.44, 2.22)
11;35;0;(1.27, -1.04, -1.00)
12;36;2;(3.21, -0.65, -2.46)
12;37;1;(-1.14, 0.60, -3.82)
12;38;0;(3.11, -0.90, -2.35)
13;39;2;(1.75, -0.43, -1.85)
13;40;1;(-3.18, 0.07, 1.68)
13;41;0;(1.65, -0.43, -1.44)
14;42;2;(2.70, -1.23, -3.48)
14;43;1;(1.95, -0.53, 1.65)
14;44;0;(1.69, 1.75, 1.75)
15;45;0;(1.48, -1.39, 0.19)
15;46;1;(-2.23, 0.62, 2.60)
15;47;2;(-0.77, 0.74, -2.00)
16;48;0;(-2.12, 1.38, 1.05)
16;49;1;(1.25, 0.52, -2.91)
16;50;2;(-1.89, -0.15, -0.04)
17;51;2;(-2.88, -1.03, -3.74)
17;52;0;(0.54, -0.57, 1.72)
17;53;1;(0.62, -0.05, -2.91)
18;54;2;(-2.29, 0.56, -3.20)
18;55;0;(-2.59, -1.21, 1.80)
18;56;1;(3.34, -1.35, -2.41)
19;57;2;(0.21, -0.32, 0.12)
19;58;0;(-1.75, 1.16, 0.97)
19;59;1;(2.15, 0.96, -0.05)
