BlockID;TrialID;Config;Position
0;0;1;(-2.82, 0.45, -3.02)
0;1;0;(2.90, -0.94, -3.68)
0;2;2;(3.25, -1.36, 0.24)
1;3;2;(2.68, -0.92, 1.96)
1;4;0;(1.96, -0.53, -2.78)
1;5;1;(2.84, -1.29, 1.42)
2;6;0;(-0.39, -1.21, 1.49)
2;7;1;(0.97, -1.54, -3.19)
2;8;2;(-0.99, 1.39, -1.98)
3;9;2;(1.88, 1.36, 1.22)
3;10;0;(1.34, 1.52, -0.98)
3;11;1;(-2.06, 1.43, 2.24)
4;12;0;(3.27, -1.63, -2.01)
4;13;2;(-0.01, 0.61, -1.04)
4;14;1;(-1.82, -1.54, 2.77)
5;15;1;(-3.03, 0.74, -0.36)
5;16;0;(0.39, 1.73, 2.33)
5;17;2;(3.23, -0.73, 0.69)
6;18;0;(2.06, -0.22, -3.06)
6;19;2;(1.39, -1.34, -1.93)
6;20;1;(0.19, 1.50, 0.65)
7;21;2;(-2.92, -1.12, -0.96)
7;22;1;(2.57, 1.00, -0.98)
7;23;0;(2.66, 0.19, 0.53)
8;24;1;(-0.46, 1.05, -2.16)
8;25;2;(0.19, -0.26, 1.57)
8;26;0;(-2.72, 0.53, 2.31)
9;27;0;(2.74, -0.08, 3.65)
9;28;1;(2.11, -0.46, -2.88)
9;29;2;(-2.50, -1.34, -0.05)
10;30;1;(2.49, 1.74, 0.78)
10;31;2;(0.29, -0.98, 1.00)
10;32;0;(2.24, 0.54, 2.71)
11;33;2;(-3.37, 0.16, -0.91)
11;34;0;(2.30, -0.98, 2.65)
11;35;1;(0.16, -1.06, -2.38)
12;36;1;(-2.65, 0.25, -0.01)
12;37;0;(0.78, 0.42, -1.39)
12;38;2;(2.21, -0.49, -3.40)
13;39;2;(-1.37, -0.35, -3.12)
13;40;0;(0.39, -1.25, 1.55)
13;41;1;(-1.48, -0.12, -1.89)
14;42;0;(-3.06, -0.42, 3.16)
14;43;2;(2.75, -1.63, -0.91)
14;44;1;(0.15, -0.40, 1.25)
15;45;1;(2.35, 0.74, -2.99)
15;46;0;(-0.44, 1.01, 0.05)
15;47;2;(-2.51, -0.95, -3.06)
16;48;2;(-2.42, -1.69, 3.38)
16;49;0;(1.81, -0.64, 3.42)
16;50;1;(-3.48, -0.12, -1.40)
17;51;2;(0.44, -0.56, 0.50)
17;52;0;(0.35, 1.15, -0.61)
17;53;1;(3.29, -1.33, -0.45)
18;54;0;(-0.07, -0.48, 1.08)
18;55;1;(-3.46, 1.71, 3.64)
18;56;2;(0.03, -0.91, -2.95)
19;57;1;(1.73, -0.30, 1.09)
19;58;2;(3.05, 0.57, -0.89)
19;59;0;(0.98, 1.41, -3.43)
