BlockID;TrialID;Config;StopWatch
0;0;1;0.7461433
0;1;0;0.8422451
0;2;2;0.8323994
1;3;1;0.7316189
1;4;0;0.6376343
1;5;2;1.583101
2;6;2;0.6953945
2;7;0;0.8942947
2;8;1;0.7073059
3;9;2;0.8423347
3;10;0;0.783062
3;11;1;0.6753807
4;12;0;0.6551628
4;13;2;0.8672142
4;14;1;0.7624817
5;15;2;0.8407822
5;16;1;0.65028
5;17;0;0.8000298
6;18;0;0.7990036
6;19;1;0.7109604
6;20;2;0.8306847
7;21;0;0.8282394
7;22;1;0.5729523
7;23;2;0.8977013
8;24;2;0.5937195
8;25;1;0.7166786
8;26;0;0.6750717
9;27;0;0.6671715
9;28;2;0.6518173
9;29;1;0.6354675
10;30;1;0.5828972
10;31;2;0.7018967
10;32;0;0.6151772
11;33;1;0.7322617
11;34;0;0.7199898
11;35;2;0.9907532
12;36;1;0.8959122
12;37;2;0.8551826
12;38;0;0.9485588
13;39;0;0.7320862
13;40;2;0.7184868
13;41;1;0.8550453
14;42;2;0.8412514
14;43;0;0.6484718
14;44;1;0.8096886
15;45;0;0.7978287
15;46;2;0.7989006
15;47;1;0.6724854
16;48;2;0.9859238
16;49;0;0.790451
16;50;1;0.5942764
17;51;2;0.773613
17;52;1;0.6160736
17;53;0;0.7148972
18;54;2;0.8259659
18;55;1;0.6217651
18;56;0;0.6766586
19;57;1;0.6319351
19;58;0;0.7210846
19;59;2;0.6752625
