BlockID;TrialID;Config;StopWatch
0;0;0;1.390034
0;1;2;0.7178144
0;2;1;0.665308
1;3;1;0.712698
1;4;2;1.799389
1;5;0;0.9665918
2;6;1;0.7409067
2;7;2;0.873908
2;8;0;0.8565769
3;9;0;0.8790379
3;10;1;0.7175713
3;11;2;0.8182564
4;12;2;0.9477406
4;13;1;0.7563248
4;14;0;0.9737568
5;15;1;0.6364326
5;16;0;2.21814
5;17;2;0.9609642
6;18;1;1.190716
6;19;2;1.022179
6;20;0;0.7756824
7;21;2;0.9103489
7;22;1;0.7275906
7;23;0;0.7019939
8;24;2;2.387558
8;25;1;1.221626
8;26;0;0.7961502
9;27;2;2.811195
9;28;1;0.8279877
9;29;0;0.7817955
10;30;2;0.771389
10;31;0;0.7330818
10;32;1;0.752636
11;33;0;0.8554535
11;34;2;0.7709618
11;35;1;0.718029
12;36;1;0.6723557
12;37;0;0.5650673
12;38;2;0.7620735
13;39;1;0.6439857
13;40;0;0.7202568
13;41;2;0.8325882
14;42;2;0.9450836
14;43;0;0.8581161
14;44;1;0.7557182
15;45;0;0.8927765
15;46;2;0.6756363
15;47;1;0.6313019
16;48;2;0.6747322
16;49;0;0.6874275
16;50;1;0.6812096
17;51;0;0.6173172
17;52;1;0.7075157
17;53;2;1.395634
18;54;1;0.6420441
18;55;2;1.28907
18;56;0;0.6873817
19;57;0;0.613884
19;58;1;0.5927887
19;59;2;1.676594
