BlockID;TrialID;Config;Position
0;0;2;(3.44, 0.38, 1.87)
0;1;1;(-1.42, -1.58, 1.45)
0;2;0;(-1.28, 0.54, 1.26)
1;3;0;(-2.41, -1.35, -3.56)
1;4;1;(-0.32, 1.65, -0.99)
1;5;2;(0.63, 0.00, -2.97)
2;6;0;(-3.44, 1.61, -3.53)
2;7;2;(-0.66, -0.08, -3.21)
2;8;1;(-0.84, 0.22, 3.45)
3;9;1;(2.21, -1.54, 1.59)
3;10;2;(-1.41, 1.01, 2.44)
3;11;0;(3.21, -1.58, -2.98)
4;12;2;(0.46, -1.49, 2.49)
4;13;1;(-2.39, -0.63, -3.64)
4;14;0;(1.35, -1.21, -2.41)
5;15;1;(-2.46, -0.40, -3.53)
5;16;0;(-0.08, 0.44, -1.50)
5;17;2;(-1.04, -1.51, 3.33)
6;18;0;(-0.19, 1.70, -0.53)
6;19;1;(3.33, -0.46, 3.66)
6;20;2;(-3.31, -0.02, 0.61)
7;21;0;(-2.09, -1.00, 3.40)
7;22;2;(3.25, -1.28, 1.63)
7;23;1;(3.49, 0.60, -3.04)
8;24;0;(-0.98, -1.55, -3.90)
8;25;2;(-2.87, -1.14, -2.95)
8;26;1;(1.15, 1.15, 1.67)
9;27;2;(3.26, -0.87, 1.10)
9;28;0;(1.85, 1.72, -1.47)
9;29;1;(3.10, -0.53, 2.67)
10;30;1;(-2.34, 1.36, -2.33)
10;31;2;(-1.82, 0.47, 0.94)
10;32;0;(1.93, -0.60, 2.81)
11;33;0;(-3.06, -0.48, -2.55)
11;34;2;(2.71, -1.39, 3.30)
11;35;1;(-0.54, -0.32, -0.70)
12;36;0;(3.31, -0.29, 3.41)
12;37;1;(1.42, 0.18, -1.34)
12;38;2;(-1.13, 0.38, 3.13)
13;39;1;(1.62, -0.18, -1.98)
13;40;2;(-0.77, 0.41, 1.13)
13;41;0;(-2.52, 0.00, 3.97)
14;42;1;(-0.24, -1.24, -1.85)
14;43;0;(-1.21, -0.78, -3.79)
14;44;2;(-1.10, -0.61, -2.06)
15;45;2;(-0.48, -0.38, 3.09)
15;46;1;(3.04, -1.74, -2.10)
15;47;0;(2.82, 1.31, -0.12)
16;48;2;(-0.95, -0.12, -3.54)
16;49;0;(-2.48, 0.86, -0.16)
16;50;1;(3.39, -1.32, 3.63)
17;51;2;(-0.72, 0.86, -2.57)
17;52;0;(2.78, 1.31, 2.81)
17;53;1;(2.22, 1.09, -2.31)
18;54;0;(3.47, 1.06, 0.49)
18;55;2;(-3.43, -1.16, -2.57)
18;56;1;(-0.89, -0.52, 0.45)
19;57;2;(-1.28, 1.14, 2.11)
19;58;0;(-2.80, -1.01, 1.49)
19;59;1;(2.85, 1.35, 3.31)
