BlockID;TrialID;Config;DistanceFinal;PositionTargetX;PositionTargetY;PositionTargetZ;PositionFinalX;PositionFinalY;PositionFinalZ;RotationTarget;RotationFinal
0;0;3;0.0820;2.0680;0.1726;2.5786;2.0580;0.0980;2.5460;216.7374;216.7374
0;1;6;3.9886;1.7956;-0.8709;-3.2520;3.0000;0.1111;0.4214;98.96332;98.96332
0;2;0;3.6344;1.7251;-1.1966;1.8391;-1.8885;-0.8972;1.5927;193.5072;193.5072
0;3;2;0.2364;-2.9373;0.4073;2.2369;-3.0000;0.6337;2.2637;107.4685;107.4685
0;4;5;4.6879;-2.1236;-1.1830;0.7356;1.8858;-0.3956;-1.5624;25.29911;25.29911
0;5;4;4.6637;-0.8495;-1.3283;-1.2492;2.3135;0.2274;1.8046;340.5439;340.5439
0;6;1;4.4220;0.7825;-0.7118;-2.5804;1.1448;-1.4000;1.7727;311.322;311.322
1;7;2;4.5281;-0.6675;1.1849;1.1907;-0.9504;0.9078;-3.3200;100.7011;100.7011
1;8;5;0.3178;-0.4908;-0.5009;2.7296;-0.4651;-0.1877;2.7765;91.12753;91.12753
1;9;4;0.3265;-2.6427;-0.1658;2.3306;-2.4533;-0.1452;2.0655;138.8122;138.8122
1;10;0;1.2440;-2.8457;0.8468;-0.7838;-2.9991;-0.3875;-0.8040;235.3596;235.3596
1;11;3;0.1212;1.0631;1.1851;1.9080;1.1263;1.2569;1.8335;219.8165;219.8165
1;12;1;0.2364;1.2100;1.1041;-3.0346;1.2136;1.2500;-3.2206;153.9633;153.9633
1;13;6;0.2176;-2.4377;-0.2699;-3.2501;-2.2303;-0.3054;-3.3053;296.6454;296.6454
2;14;6;0.2113;-0.7502;-1.1226;0.5369;-0.8940;-1.2643;0.5995;237.0108;237.0108
2;15;2;7.6451;2.6474;1.0038;1.9266;-2.8569;-1.0684;-2.9578;115.9911;115.9911
2;16;1;2.7060;-1.1373;-1.2038;0.1074;1.3064;-1.1886;1.2695;153.3036;153.3036
2;17;3;3.1865;0.3189;0.9939;-1.3506;-2.4351;1.4000;0.2001;112.8918;112.8918
2;18;5;0.0892;0.0907;-0.8951;1.9401;0.1301;-0.9503;1.8822;49.43851;49.43851
2;19;4;0.3709;0.4360;1.0823;-0.9732;0.7173;1.3160;-1.0350;58.39779;58.39779
2;20;0;0.3973;-0.7392;0.7130;3.1389;-0.5385;1.0537;3.1012;200.9509;200.9509
