BlockID;TrialID;Config;Position
0;0;2;(0.53, -1.32, -3.62)
0;1;1;(-1.88, -0.97, 1.74)
0;2;0;(0.28, 0.48, -3.85)
1;3;0;(-2.17, -1.47, -3.85)
1;4;2;(-2.69, -1.03, -1.38)
1;5;1;(1.89, -1.43, 3.78)
2;6;0;(0.64, -1.57, -3.66)
2;7;1;(-0.81, 0.60, -0.25)
2;8;2;(-1.14, -0.05, -3.08)
3;9;0;(-3.50, -1.02, 3.05)
3;10;1;(0.44, 0.13, -3.50)
3;11;2;(2.97, 0.47, 0.92)
4;12;2;(-1.66, 0.82, -1.14)
4;13;1;(1.39, -1.37, 0.91)
4;14;0;(-0.75, -1.34, -1.80)
5;15;0;(2.40, -1.38, -1.66)
5;16;2;(-1.22, -0.61, 2.25)
5;17;1;(-3.18, -1.53, -1.45)
6;18;0;(3.03, -1.23, 3.15)
6;19;1;(-2.51, 1.23, -3.11)
6;20;2;(-0.70, -1.10, -2.97)
7;21;0;(0.70, 1.29, 3.70)
7;22;1;(-3.24, -1.53, -0.04)
7;23;2;(3.07, -0.36, -3.62)
8;24;0;(-0.77, 0.11, -0.77)
8;25;2;(-2.66, -0.91, 2.39)
8;26;1;(-2.43, 0.93, -2.31)
9;27;1;(3.16, -1.21, 3.19)
9;28;2;(-1.72, 0.87, 2.64)
9;29;0;(-2.97, -0.45, 0.11)
10;30;1;(3.05, 0.21, -2.32)
10;31;0;(-3.07, 1.68, 2.60)
10;32;2;(-0.86, -0.36, -0.83)
11;33;2;(3.12, 1.39, 2.41)
11;34;0;(-2.19, 0.65, -1.50)
11;35;1;(-3.02, 1.71, 2.68)
12;36;1;(-0.58, 0.04, -3.65)
12;37;2;(-1.06, -1.27, -2.14)
12;38;0;(0.05, 1.53, -1.27)
13;39;2;(-0.55, 1.16, 1.83)
13;40;1;(3.08, -0.58, 0.43)
13;41;0;(2.34, -0.77, -0.37)
14;42;2;(2.90, 0.11, 3.60)
14;43;0;(-1.61, 1.61, 2.38)
14;44;1;(-3.40, -1.38, -2.14)
15;45;0;(-0.97, -0.62, -2.94)
15;46;2;(3.08, -0.45, 0.11)
15;47;1;(-0.60, -0.72, -2.33)
16;48;0;(-2.25, -1.40, 1.34)
16;49;1;(-2.85, 1.37, -1.51)
16;50;2;(-0.94, 0.87, 3.03)
17;51;0;(2.19, -0.38, -2.36)
17;52;1;(-1.35, 0.54, 0.33)
17;53;2;(2.44, -1.11, -0.07)
18;54;1;(-2.93, 0.96, -0.92)
18;55;2;(-3.36, 1.04, 2.84)
18;56;0;(1.09, -1.74, 1.84)
19;57;0;(-3.30, -0.43, -1.57)
19;58;2;(-0.55, -0.15, -1.52)
19;59;1;(2.99, 1.02, 3.09)
